ADDRESS,POINTS
2512 17 AV SW,-3300.735 -1124.943|-3300.825 -1109.977|-3300.832 -1097.067|-3300.839 -1084.124|-3306.928 -1084.146|-3306.802 -1119.784|-3306.823 -1124.966
2512 17 AV SW,-3610.643 -1145.537|-3648.595 -1145.559|-3648.588 -1149.885|-3646.400 -1147.683|-3630.944 -1147.672|-3622.464 -1147.672|-3610.643 -1147.661
