ADDRESS,POINTS
11 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
12 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
13 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
14 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
15 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
16 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
17 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
18 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
19 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
20 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
21 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
22 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
23 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
24 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
25 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
26 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
27 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
28 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
29 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
30 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
31 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
32 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
33 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
34 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
35 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
36 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
37 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
38 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
39 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
40 5400 DALHOUSIE DR NW,-6383.808 6927.093|-6392.525 6932.930|-6488.700 6788.855|-6487.441 6782.517|-6367.639 6702.312|-6364.835 6700.600|-6361.913 6699.110|-6358.873 6697.853|-6355.748 6696.852|-6353.623 6696.474|-6351.463 6696.530|-6349.351 6697.008|-6347.380 6697.886|-6344.598 6699.632|-6341.956 6701.589|-6339.481 6703.746|-6337.188 6706.104|-6333.099 6710.641|-6248.898 6836.769|-6265.333 6847.766|-6280.761 6858.096|-6297.196 6869.104|-6312.617 6879.434|-6320.844 6884.939|-6329.058 6890.432|-6336.769 6895.602|-6344.479 6900.762|-6360.669 6911.603|-6368.380 6916.763|-6376.090 6921.922
