ADDRESS,POINTS
200 ROXBORO RD SW,302.227 -2143.356|300.703 -2142.800|300.689 -2176.314|302.171 -2176.725
200 ROXBORO RD SW,300.703 -2142.800|299.193 -2142.255|299.179 -2175.891|300.689 -2176.314
