ADDRESS,POINTS
302 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
301 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
308 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
307 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
306 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
405 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
404 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
403 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
402 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
401 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
408 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
407 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
406 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
505 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
504 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
503 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
502 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
501 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
508 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
507 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
506 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
605 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
604 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
603 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
602 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
601 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
608 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
607 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
606 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
705 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
704 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
703 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
702 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
701 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
708 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
707 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
706 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
805 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
804 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
803 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
802 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
801 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
808 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
807 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
806 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
905 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
904 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
903 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
902 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
901 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
908 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
907 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
906 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1005 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1004 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1003 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1002 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1001 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1008 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
1007 1501 6 ST SW,-389.893 -1057.026|-389.830 -1055.725|-389.452 -1047.152|-389.012 -1037.255|-388.579 -1027.359|-388.138 -1017.462|-395.366 -1017.129|-395.737 -1017.118|-403.329 -1016.773|-410.927 -1016.428|-418.519 -1016.084|-426.118 -1015.739|-427.865 -1055.313|-420.274 -1055.658|-412.675 -1056.003|-405.083 -1056.347|-397.485 -1056.681
