ADDRESS,POINTS
140 SPRING WILLOW ST SW,-9004.593 -1437.868|-9004.600 -1437.090|-9050.444 -1437.223|-9050.311 -1497.224|-9050.276 -1514.659|-9047.976 -1514.659|-9047.298 -1514.659|-9030.507 -1514.637|-9021.538 -1514.626|-9004.279 -1514.615|-8998.609 -1514.604|-8981.126 -1514.593|-8971.738 -1514.582|-8956.695 -1514.571|-8954.297 -1514.559|-8954.241 -1437.735
