ADDRESS,POINTS
808 5 ST SE,1560.457 -332.368|1457.285 -327.665|1454.111 -330.567|1450.916 -402.388|1453.817 -405.568|1556.990 -410.271
409 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
501 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
502 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
503 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
504 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
505 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
506 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
507 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
508 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
509 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
601 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
602 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
603 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
604 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
605 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
606 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
607 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
608 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
609 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
701 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
702 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
703 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
704 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
705 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
706 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
707 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
708 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
709 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
801 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
802 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
803 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
804 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
805 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
806 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
807 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
808 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
809 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
901 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
902 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
903 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
904 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
905 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
906 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
907 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
908 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
909 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1001 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1002 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1003 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1004 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1005 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1006 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1007 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1008 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1009 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1101 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1102 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1103 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1104 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1105 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1106 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1107 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1108 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1109 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1201 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1202 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1203 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1204 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1205 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1206 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1207 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1208 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1209 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1301 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1302 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1303 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1304 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1305 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1306 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1307 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1308 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1309 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1401 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1402 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1403 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1404 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1405 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1406 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1407 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1408 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
1409 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
120V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
121V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
122V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
123V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
124V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
125V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
126V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
127V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
128V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
129V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
130V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
131V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
132V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
133V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
134V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
135V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
136V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
137V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
138V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
139V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
140V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
141V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
142V 624 8 AV SE,1548.056 -269.899|1540.443 -269.554|1532.859 -269.198|1525.274 -268.854|1517.682 -268.509|1516.033 -305.959|1515.942 -308.083|1523.520 -308.428|1531.104 -308.773|1538.682 -309.117|1546.267 -309.462
