ADDRESS,POINTS
1380 85 ST SW,-9544.363 -259.725|-9544.356 -251.919|-9544.328 -220.128|-9544.356 -220.128|-9644.572 -219.950|-9644.516 -315.934|-9639.105 -315.911|-9544.412 -315.656
8445 13 AV SW,-9544.363 -259.725|-9544.356 -251.919|-9544.328 -220.128|-9544.356 -220.128|-9644.572 -219.950|-9644.516 -315.934|-9639.105 -315.911|-9544.412 -315.656
