ADDRESS,POINTS
9000 149 ST NW,-15539.955 9843.613|-15597.242 9896.386|-15604.722 9906.005|-15649.972 9964.171|-15655.774 9973.645|-15758.932 10032.300|-15758.876 10062.767|-15758.750 10130.029|-15667.720 10129.862|-15658.933 10138.291|-15658.842 10185.804|-16242.205 10186.449|-16242.666 9445.780|-16195.466 9383.111|-16183.995 9367.866|-15670.894 8686.452|-15467.562 9228.260|-15274.995 9382.343|-15256.065 9397.566|-15341.859 9581.883|-15407.689 9744.338|-15405.424 9759.394|-15475.321 9799.002
9000 149 ST NW,-15539.955 9843.613|-15597.242 9896.386|-15604.722 9906.005|-15649.972 9964.171|-15655.774 9973.645|-15758.932 10032.300|-15758.876 10062.767|-15758.750 10130.029|-15667.720 10129.862|-15658.933 10138.291|-15658.842 10185.804|-16242.205 10186.449|-16242.666 9445.780|-16195.466 9383.111|-16183.995 9367.866|-15670.894 8686.452|-15467.562 9228.260|-15274.995 9382.343|-15256.065 9397.566|-15341.859 9581.883|-15407.689 9744.338|-15405.424 9759.394|-15475.321 9799.002
