ADDRESS,POINTS
6203 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
6204 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
6205 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
6206 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
6207 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
6208 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
6209 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
6101 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
6102 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
6103 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
6104 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
6105 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
6106 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
6107 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
6108 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
5401 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
5402 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
5403 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
242V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
241V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
240V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
239V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
234V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
233V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
232V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
231V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
230V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
229V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
228V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
227V 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
7304 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
7303 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
7302 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
7301 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
7407 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
7406 14 HEMLOCK CR SW,-4072.106 -33.943|-4120.473 -20.177|-4124.863 -18.943|-4124.842 -47.576|-4124.821 -58.284|-4124.814 -66.323|-4124.800 -70.015|-4129.302 -75.608|-4146.596 -97.058|-4144.702 -100.015|-4142.968 -103.062|-4141.388 -106.187|-4139.962 -109.389|-4138.704 -112.669|-4137.613 -115.994|-4136.691 -119.386|-4135.943 -122.810|-4135.370 -126.246|-4134.971 -129.693|-4134.740 -133.163|-4134.684 -136.632|-4134.810 -140.112|-4135.104 -143.570|-4135.565 -147.006|-4136.201 -150.420|-4137.012 -153.800|-4147.023 -191.618|-4128.757 -191.518|-4115.593 -191.451|-4115.251 -191.451|-4072.294 -191.217|-4072.190 -102.795|-4072.190 -102.640
