ADDRESS,POINTS
9950 100 ST SE,14389.521 -10192.890|14389.695 -10029.244|14389.695 -10023.251|14390.646 -9219.245|13584.455 -9219.300|12778.265 -9219.456|12778.069 -9391.297|12777.964 -9480.308|12777.775 -9643.242|12777.677 -9730.597|12777.265 -10023.340|12776.852 -10357.536|13154.842 -10318.896|13583.204 -10275.141|13710.668 -10262.142|13937.432 -10238.991|13941.997 -10238.524|13948.044 -10237.913
9950 100 ST SE,14389.521 -10192.890|14389.695 -10029.244|14389.695 -10023.251|14390.646 -9219.245|13584.455 -9219.300|12778.265 -9219.456|12778.069 -9391.297|12777.964 -9480.308|12777.775 -9643.242|12777.677 -9730.597|12777.265 -10023.340|12776.852 -10357.536|13154.842 -10318.896|13583.204 -10275.141|13710.668 -10262.142|13937.432 -10238.991|13941.997 -10238.524|13948.044 -10237.913
