ADDRESS,POINTS
12111 TRANS CANADA HI SW,-14398.585 3722.688|-14395.090 3749.709|-14382.123 3776.829|-14359.984 3827.067|-14312.379 3933.058|-14293.441 3949.203|-14280.970 3969.975|-14272.400 3979.193|-14248.115 4007.381|-14233.904 4038.337|-14230.464 4057.808|-14234.022 4081.781|-14234.106 4082.326|-14240.489 4104.054|-14242.082 4105.877|-14246.228 4110.625|-14245.354 4136.067|-14244.208 4142.705|-14242.306 4153.680|-14241.181 4160.207|-14237.748 4175.630|-14235.169 4204.652|-14234.659 4228.047|-14236.308 4242.980|-14242.900 4257.291|-14253.715 4267.143|-14282.047 4280.231|-14283.571 4281.009|-14285.025 4281.910|-14286.409 4282.922|-14287.702 4284.034|-14288.912 4285.246|-14290.009 4286.558|-14291.009 4287.948|-14291.890 4289.415|-14292.659 4290.939|-14293.295 4292.529|-14293.805 4294.164|-14294.189 4295.831|-14294.434 4297.522|-14294.553 4299.223|-14294.525 4300.935|-14294.371 4302.637|-14293.232 4311.221|-14289.695 4322.240|-14281.516 4363.527|-14281.222 4407.527|-14275.301 4427.308|-14271.128 4444.510|-14464.519 4444.877|-14524.008 4435.003|-14535.829 4435.036|-14614.109 4435.259|-14614.542 3721.932|-14398.599 3722.711
