ADDRESS,POINTS
7720 SPRINGBANK WY SW,-8727.645 -3124.028|-8727.358 -3124.061|-8723.912 -3097.275|-8722.877 -3089.280|-8722.723 -3088.068|-8733.957 -3086.044|-8734.251 -3087.234|-8734.887 -3089.813|-8735.159 -3090.948|-8742.625 -3121.226|-8735.173 -3122.838
