ADDRESS,POINTS
5030 COUNTRY HILLS BV NE,7660.732 11850.215|7661.543 11850.337|7675.859 11852.450|7690.204 11854.396|7704.562 11856.164|7718.949 11857.765|7733.349 11859.188|7747.770 11860.445|7762.199 11861.534|7776.648 11862.435|7764.051 11888.032|7761.954 11892.502|7760.004 11897.028|7758.207 11901.631|7756.571 11906.279|7755.089 11910.983|7753.768 11915.742|7752.608 11920.534|7751.608 11925.360|7750.776 11930.219|7750.112 11935.112|7749.609 11940.016|7749.266 11944.942|7749.099 11949.867|7749.099 11954.793|7749.259 11959.730|7749.588 11964.645|7753.524 12011.481|7746.918 12014.249|7740.388 12017.196|7733.936 12020.321|7727.575 12023.612|7723.346 12025.625|7718.942 12027.226|7714.412 12028.404|7709.784 12029.161|7705.108 12029.483|7700.424 12029.372|7695.775 12028.805|7691.189 12027.815|7686.730 12026.403|7682.416 12024.579|7678.292 12022.355|7674.398 12019.753|7670.763 12016.807|7667.422 12013.527|7664.402 12009.946|7661.739 12006.110|7611.638 11926.283|7609.953 11923.392|7608.464 11920.390|7607.178 11917.287|7606.101 11914.118|7605.242 11910.883|7604.598 11907.591|7604.186 11904.278|7603.990 11900.931|7604.018 11897.584|7604.277 11894.248|7604.759 11890.923|7605.458 11887.654|7606.374 11884.429|7607.506 11881.282|7608.849 11878.213|7610.394 11875.233|7612.141 11872.376|7614.071 11869.640|7616.175 11867.027|7618.454 11864.570|7620.893 11862.268|7623.487 11860.144|7626.213 11858.187|7629.058 11856.419|7632.022 11854.840|7635.084 11853.473|7638.230 11852.305|7641.452 11851.360|7644.724 11850.626|7648.044 11850.115|7651.386 11849.825|7654.741 11849.759|7654.734 11833.257|7660.725 11833.246
