ADDRESS,POINTS
7112 ELBOW DR SW,-768.245 -6344.022|-804.736 -6344.055|-804.757 -6363.225|-768.231 -6363.192
7116 ELBOW DR SW,-768.231 -6363.192|-804.757 -6363.225|-804.785 -6383.018|-768.218 -6382.985
