ADDRESS,POINTS
135V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
136V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
137V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
138V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
139V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
140V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
141V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
142V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
143V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
144V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
145V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
146V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
147V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
148V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
149V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
150V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
151V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
152V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
153V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
154V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
155V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
156V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
157V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
158V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
159V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
160V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
161V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
162V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
163V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
164V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
165V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
166V 2422 ERLTON ST SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
167V 2419 ERLTON RD SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
168V 2419 ERLTON RD SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
169V 2419 ERLTON RD SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
170V 2419 ERLTON RD SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
171V 2419 ERLTON RD SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
172V 2419 ERLTON RD SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
173V 2419 ERLTON RD SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
174V 2419 ERLTON RD SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
175V 2419 ERLTON RD SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
176V 2419 ERLTON RD SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
177V 2419 ERLTON RD SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
178V 2419 ERLTON RD SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
179V 2419 ERLTON RD SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
180V 2419 ERLTON RD SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
181V 2419 ERLTON RD SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
182V 2419 ERLTON RD SW,668.179 -1925.091|704.620 -1925.269|704.935 -1865.268|687.689 -1865.179|687.654 -1868.682|675.700 -1868.615|675.756 -1862.633|661.747 -1862.600|657.889 -1862.588|657.847 -1868.571|639.979 -1868.471|640.000 -1865.012|630.696 -1864.957|630.738 -1858.652|625.949 -1858.630|625.649 -1932.430|630.102 -1936.956|673.652 -1937.133|673.282 -1935.666|672.660 -1934.287|671.807 -1933.030|670.751 -1931.952|669.528 -1931.062|668.165 -1930.406|667.368 -1930.139|666.543 -1929.961|666.571 -1925.080
