ADDRESS,POINTS
520 85 ST SW,-9245.415 3033.636|-9745.682 3034.247|-9745.549 2935.373|-9152.337 2935.684
277 COUGAR RIDGE DR SW,-9629.605 2619.946|-9633.589 2618.712|-9633.569 2611.050|-9629.577 2611.061
