ADDRESS,POINTS
10725 SHAGANAPPI TR NW,-4553.037 11141.069|-4560.761 11149.542|-4568.367 11158.126|-4575.839 11166.822|-4583.193 11175.628|-4590.415 11184.535|-4597.510 11193.542|-4604.472 11202.649|-4611.302 11211.856|-4619.383 11223.120|-4627.268 11234.528|-4634.951 11246.070|-4642.431 11257.735|-4649.715 11269.532|-4656.789 11281.453|-4663.654 11293.484|-4670.309 11305.649|-4676.754 11317.913|-4682.983 11330.289|-4689.001 11342.777|-4694.796 11355.364|-4700.375 11368.051|-4705.737 11380.827|-4710.868 11393.704|-4715.782 11406.658|-4735.383 11402.922|-4754.915 11398.797|-4774.348 11394.271|-4793.698 11389.367|-4796.522 11388.522|-4799.297 11387.521|-4802.002 11386.354|-4804.638 11385.031|-4807.189 11383.552|-4809.650 11381.928|-4812.006 11380.160|-4814.257 11378.259|-4816.396 11376.235|-4818.409 11374.078|-4820.289 11371.810|-4822.037 11369.441|-4823.638 11366.973|-4825.092 11364.404|-4826.392 11361.769|-4827.532 11359.055|-4828.517 11356.276|-4829.328 11353.451|-4829.978 11350.582|-4830.454 11347.680|-4830.761 11344.745|-4830.894 11341.809|-4830.852 11338.862|-4830.635 11335.927|-4830.251 11333.014|-4829.692 11330.123|-4828.965 11327.276|-4828.070 11324.463|-4827.007 11321.716|-4825.791 11319.036|-4824.414 11316.434|-4822.890 11313.921|-4781.583 11249.962|-4774.670 11239.454|-4767.581 11229.069|-4760.199 11218.627|-4752.636 11208.309|-4744.897 11198.123|-4736.984 11188.071|-4728.903 11178.152|-4720.654 11168.367|-4712.238 11158.738|-4703.660 11149.242|-4685.548 11129.505|-4627.129 11088.118|-4510.716 11005.622|-4494.533 11044.463|-4549.786 11084.804|-4582.054 11108.455
4898 STONEY TR NW,-4867.056 11238.876|-4867.021 11789.157|-4887.146 11789.102|-4887.118 11312.498|-4887.118 11285.456|-4887.146 11250.985
4898 STONEY TR NW,-4867.056 11238.876|-4867.021 11789.157|-4887.146 11789.102|-4887.118 11312.498|-4887.118 11285.456|-4887.146 11250.985
