ADDRESS,POINTS
69 HAMPTONS DR NW,-5458.198 11218.705|-5462.113 11220.707|-5465.937 11222.864|-5469.663 11225.199|-5473.284 11227.690|-5476.793 11230.347|-5480.177 11233.149|-5483.441 11236.096|-5486.566 11239.176|-5478.981 11247.738|-5476.094 11245.281|-5473.116 11242.924|-5470.047 11240.688|-5466.895 11238.565|-5463.665 11236.574|-5460.366 11234.695|-5456.996 11232.949|-5453.557 11231.326|-5450.062 11229.847|-5446.517 11228.490|-5442.917 11227.278|-5439.275 11226.189|-5435.598 11225.255|-5431.879 11224.454|-5428.139 11223.798|-5424.379 11223.275|-5420.541 11222.931|-5416.689 11222.797|-5412.830 11222.864|-5408.986 11223.142|-5405.162 11223.620|-5401.373 11224.309|-5397.619 11225.199|-5393.928 11226.289|-5390.293 11227.579|-5386.735 11229.057|-5383.268 11230.725|-5379.891 11232.582|-5376.620 11234.617|-5373.460 11236.830|-5370.426 11239.198|-5367.525 11241.734|-5321.010 11216.593|-5312.950 11220.473|-5304.751 11224.020|-5296.411 11227.256|-5287.952 11230.147|-5279.389 11232.705|-5270.728 11234.929|-5261.983 11236.808|-5253.175 11238.331|-5244.688 11193.408|-5238.131 11194.231|-5231.546 11194.809|-5224.940 11195.154|-5218.334 11195.254|-5227.667 11228.846|-5227.995 11230.036|-5228.324 11231.215|-5236.705 11261.382|-5237.236 11263.306|-5237.509 11264.284|-5237.768 11265.229|-5238.306 11267.164|-5243.556 11286.067|-5251.099 11313.210|-5260.508 11386.565|-5270.728 11466.303|-5271.888 11475.321|-5404.602 11477.144|-5579.385 11479.524|-5585.376 11479.613|-5642.307 11480.380|-5991.747 11476.377|-6385.702 11446.655|-6492.090 11418.033|-6512.167 11412.640|-6529.321 11370.231|-6526.225 11363.715|-6513.761 11369.630|-6497.452 11377.380|-6495.550 11378.081|-6493.558 11378.448|-6491.531 11378.448|-6489.532 11378.092|-6479.521 11375.357|-6456.040 11368.974|-6454.740 11369.196|-6453.426 11369.263|-6452.112 11369.163|-6450.825 11368.896|-6449.574 11368.474|-6448.393 11367.895|-6447.288 11367.173|-6446.288 11366.317|-6438.844 11368.518|-6418.480 11374.523|-6403.038 11377.303|-6387.701 11380.060|-6372.448 11382.807|-6357.251 11385.542|-6342.081 11388.266|-6326.919 11391.002|-6311.533 11392.158|-6296.196 11393.326|-6281.062 11394.471|-6266.493 11395.561|-6251.918 11396.673|-6237.343 11397.774|-6222.768 11398.874|-6208.200 11399.975|-6193.625 11401.065|-6179.049 11402.177|-6164.481 11403.267|-6149.906 11404.367|-6135.331 11405.468|-6119.896 11406.636|-6104.398 11407.814|-6088.879 11406.992|-6073.927 11406.213|-6057.898 11405.368|-6042.351 11404.556|-6027.042 11401.843|-6012.306 11399.230|-5997.919 11396.684|-5983.526 11394.126|-5969.132 11391.580|-5954.746 11389.034|-5940.353 11386.476|-5925.966 11383.930|-5911.573 11381.383|-5897.186 11378.826|-5882.793 11376.280|-5868.400 11373.733|-5854.013 11371.176|-5839.620 11368.629|-5825.233 11366.072|-5810.840 11363.526|-5796.447 11360.979|-5795.636 11360.835|-5782.060 11358.422|-5762.284 11354.964|-5760.572 11359.990|-5759.642 11363.359|-5758.880 11366.772|-5758.279 11370.219|-5757.852 11373.700|-5757.845 11374.723|-5758.034 11375.724|-5758.398 11376.680|-5758.943 11377.547|-5759.635 11378.303|-5760.453 11378.926|-5761.375 11379.371|-5762.361 11379.649|-5784.591 11383.585|-5787.317 11383.852|-5790.050 11383.685|-5792.721 11383.096|-5795.272 11382.095|-5797.097 11381.361|-5798.998 11380.894|-5800.956 11380.694|-5802.913 11380.772|-5804.842 11381.128|-5806.709 11381.739|-5808.463 11382.618|-5810.078 11383.719|-5815.761 11384.730|-5855.153 11391.713|-5850.448 11418.311|-5832.273 11437.715|-5808.093 11448.745|-5800.823 11447.455|-5778.998 11443.586|-5765.807 11441.251|-5752.616 11438.916|-5724.682 11433.968|-5705.759 11415.298|-5695.350 11390.835|-5699.831 11365.527|-5745.954 11353.196|-5747.367 11349.237|-5750.925 11339.952|-5751.365 11338.818|-5754.874 11329.678|-5756.105 11326.264|-5757.202 11322.817|-5759.111 11316.357|-5758.523 11316.112|-5757.258 11319.392|-5756.279 11321.939|-5753.588 11322.661|-5738.223 11326.776|-5717.112 11332.424|-5708.975 11334.604|-5701.041 11330.334|-5690.031 11324.396|-5688.129 11323.373|-5689.961 11320.560|-5705.088 11297.320|-5707.004 11294.373|-5697.538 11288.769|-5695.616 11291.716|-5680.041 11315.645|-5678.412 11318.147|-5668.185 11311.497|-5657.979 11304.848|-5647.773 11298.198|-5637.567 11291.549|-5626.466 11284.310|-5615.128 11276.927|-5614.841 11276.660|-5604.656 11267.008|-5594.492 11257.379|-5584.523 11247.938|-5584.272 11247.571|-5576.317 11236.041|-5568.620 11224.899|-5561.699 11214.869|-5554.436 11204.350|-5547.166 11193.820|-5539.903 11183.290|-5532.633 11172.760|-5525.713 11162.741|-5522.770 11158.471
69 HAMPTONS DR NW,-5458.198 11218.705|-5462.113 11220.707|-5465.937 11222.864|-5469.663 11225.199|-5473.284 11227.690|-5476.793 11230.347|-5480.177 11233.149|-5483.441 11236.096|-5486.566 11239.176|-5478.981 11247.738|-5476.094 11245.281|-5473.116 11242.924|-5470.047 11240.688|-5466.895 11238.565|-5463.665 11236.574|-5460.366 11234.695|-5456.996 11232.949|-5453.557 11231.326|-5450.062 11229.847|-5446.517 11228.490|-5442.917 11227.278|-5439.275 11226.189|-5435.598 11225.255|-5431.879 11224.454|-5428.139 11223.798|-5424.379 11223.275|-5420.541 11222.931|-5416.689 11222.797|-5412.830 11222.864|-5408.986 11223.142|-5405.162 11223.620|-5401.373 11224.309|-5397.619 11225.199|-5393.928 11226.289|-5390.293 11227.579|-5386.735 11229.057|-5383.268 11230.725|-5379.891 11232.582|-5376.620 11234.617|-5373.460 11236.830|-5370.426 11239.198|-5367.525 11241.734|-5321.010 11216.593|-5312.950 11220.473|-5304.751 11224.020|-5296.411 11227.256|-5287.952 11230.147|-5279.389 11232.705|-5270.728 11234.929|-5261.983 11236.808|-5253.175 11238.331|-5244.688 11193.408|-5238.131 11194.231|-5231.546 11194.809|-5224.940 11195.154|-5218.334 11195.254|-5227.667 11228.846|-5227.995 11230.036|-5228.324 11231.215|-5236.705 11261.382|-5237.236 11263.306|-5237.509 11264.284|-5237.768 11265.229|-5238.306 11267.164|-5243.556 11286.067|-5251.099 11313.210|-5260.508 11386.565|-5270.728 11466.303|-5271.888 11475.321|-5404.602 11477.144|-5579.385 11479.524|-5585.376 11479.613|-5642.307 11480.380|-5991.747 11476.377|-6385.702 11446.655|-6492.090 11418.033|-6512.167 11412.640|-6529.321 11370.231|-6526.225 11363.715|-6513.761 11369.630|-6497.452 11377.380|-6495.550 11378.081|-6493.558 11378.448|-6491.531 11378.448|-6489.532 11378.092|-6479.521 11375.357|-6456.040 11368.974|-6454.740 11369.196|-6453.426 11369.263|-6452.112 11369.163|-6450.825 11368.896|-6449.574 11368.474|-6448.393 11367.895|-6447.288 11367.173|-6446.288 11366.317|-6438.844 11368.518|-6418.480 11374.523|-6403.038 11377.303|-6387.701 11380.060|-6372.448 11382.807|-6357.251 11385.542|-6342.081 11388.266|-6326.919 11391.002|-6311.533 11392.158|-6296.196 11393.326|-6281.062 11394.471|-6266.493 11395.561|-6251.918 11396.673|-6237.343 11397.774|-6222.768 11398.874|-6208.200 11399.975|-6193.625 11401.065|-6179.049 11402.177|-6164.481 11403.267|-6149.906 11404.367|-6135.331 11405.468|-6119.896 11406.636|-6104.398 11407.814|-6088.879 11406.992|-6073.927 11406.213|-6057.898 11405.368|-6042.351 11404.556|-6027.042 11401.843|-6012.306 11399.230|-5997.919 11396.684|-5983.526 11394.126|-5969.132 11391.580|-5954.746 11389.034|-5940.353 11386.476|-5925.966 11383.930|-5911.573 11381.383|-5897.186 11378.826|-5882.793 11376.280|-5868.400 11373.733|-5854.013 11371.176|-5839.620 11368.629|-5825.233 11366.072|-5810.840 11363.526|-5796.447 11360.979|-5795.636 11360.835|-5782.060 11358.422|-5762.284 11354.964|-5760.572 11359.990|-5759.642 11363.359|-5758.880 11366.772|-5758.279 11370.219|-5757.852 11373.700|-5757.845 11374.723|-5758.034 11375.724|-5758.398 11376.680|-5758.943 11377.547|-5759.635 11378.303|-5760.453 11378.926|-5761.375 11379.371|-5762.361 11379.649|-5784.591 11383.585|-5787.317 11383.852|-5790.050 11383.685|-5792.721 11383.096|-5795.272 11382.095|-5797.097 11381.361|-5798.998 11380.894|-5800.956 11380.694|-5802.913 11380.772|-5804.842 11381.128|-5806.709 11381.739|-5808.463 11382.618|-5810.078 11383.719|-5815.761 11384.730|-5855.153 11391.713|-5850.448 11418.311|-5832.273 11437.715|-5808.093 11448.745|-5800.823 11447.455|-5778.998 11443.586|-5765.807 11441.251|-5752.616 11438.916|-5724.682 11433.968|-5705.759 11415.298|-5695.350 11390.835|-5699.831 11365.527|-5745.954 11353.196|-5747.367 11349.237|-5750.925 11339.952|-5751.365 11338.818|-5754.874 11329.678|-5756.105 11326.264|-5757.202 11322.817|-5759.111 11316.357|-5758.523 11316.112|-5757.258 11319.392|-5756.279 11321.939|-5753.588 11322.661|-5738.223 11326.776|-5717.112 11332.424|-5708.975 11334.604|-5701.041 11330.334|-5690.031 11324.396|-5688.129 11323.373|-5689.961 11320.560|-5705.088 11297.320|-5707.004 11294.373|-5697.538 11288.769|-5695.616 11291.716|-5680.041 11315.645|-5678.412 11318.147|-5668.185 11311.497|-5657.979 11304.848|-5647.773 11298.198|-5637.567 11291.549|-5626.466 11284.310|-5615.128 11276.927|-5614.841 11276.660|-5604.656 11267.008|-5594.492 11257.379|-5584.523 11247.938|-5584.272 11247.571|-5576.317 11236.041|-5568.620 11224.899|-5561.699 11214.869|-5554.436 11204.350|-5547.166 11193.820|-5539.903 11183.290|-5532.633 11172.760|-5525.713 11162.741|-5522.770 11158.471
