ADDRESS,POINTS
1215 CREEKSIDE BV SW,-264.805 -21015.692|-264.805 -21013.290|-264.805 -21012.089|-264.756 -20990.395|-264.735 -20982.834|-264.756 -20945.384|-264.763 -20942.982|-361.099 -20942.971|-361.134 -21015.625|-266.588 -21015.692
406 335 CREEKSIDE BV SW,521.260 -20876.643|469.992 -20876.710|470.083 -20878.455|469.901 -20994.699|470.132 -20997.690|470.747 -21000.625|471.746 -21003.461|473.102 -21006.129|474.794 -21008.609|476.793 -21010.833|479.072 -21012.779|481.582 -21014.402|483.078 -21015.236|484.630 -21015.948|486.231 -21016.537|487.873 -21017.015|489.544 -21017.360|491.236 -21017.571|492.941 -21017.660|494.647 -21017.616|501.372 -21016.882|508.055 -21015.814|514.668 -21014.424|521.218 -21012.701|527.670 -21010.666|534.011 -21008.320|540.232 -21005.651|546.321 -21002.693|550.606 -21000.381|557.729 -20996.166|583.971 -20979.320|585.391 -20978.397|586.900 -20977.430|568.704 -20948.764|563.811 -20943.771|559.085 -20938.623|554.528 -20933.330|550.138 -20927.881|544.762 -20920.543|539.701 -20912.981|534.954 -20905.209|530.543 -20897.247|529.439 -20895.112|525.538 -20886.862|521.987 -20878.444
405 335 CREEKSIDE BV SW,521.260 -20876.643|469.992 -20876.710|470.083 -20878.455|469.901 -20994.699|470.132 -20997.690|470.747 -21000.625|471.746 -21003.461|473.102 -21006.129|474.794 -21008.609|476.793 -21010.833|479.072 -21012.779|481.582 -21014.402|483.078 -21015.236|484.630 -21015.948|486.231 -21016.537|487.873 -21017.015|489.544 -21017.360|491.236 -21017.571|492.941 -21017.660|494.647 -21017.616|501.372 -21016.882|508.055 -21015.814|514.668 -21014.424|521.218 -21012.701|527.670 -21010.666|534.011 -21008.320|540.232 -21005.651|546.321 -21002.693|550.606 -21000.381|557.729 -20996.166|583.971 -20979.320|585.391 -20978.397|586.900 -20977.430|568.704 -20948.764|563.811 -20943.771|559.085 -20938.623|554.528 -20933.330|550.138 -20927.881|544.762 -20920.543|539.701 -20912.981|534.954 -20905.209|530.543 -20897.247|529.439 -20895.112|525.538 -20886.862|521.987 -20878.444
404 335 CREEKSIDE BV SW,521.260 -20876.643|469.992 -20876.710|470.083 -20878.455|469.901 -20994.699|470.132 -20997.690|470.747 -21000.625|471.746 -21003.461|473.102 -21006.129|474.794 -21008.609|476.793 -21010.833|479.072 -21012.779|481.582 -21014.402|483.078 -21015.236|484.630 -21015.948|486.231 -21016.537|487.873 -21017.015|489.544 -21017.360|491.236 -21017.571|492.941 -21017.660|494.647 -21017.616|501.372 -21016.882|508.055 -21015.814|514.668 -21014.424|521.218 -21012.701|527.670 -21010.666|534.011 -21008.320|540.232 -21005.651|546.321 -21002.693|550.606 -21000.381|557.729 -20996.166|583.971 -20979.320|585.391 -20978.397|586.900 -20977.430|568.704 -20948.764|563.811 -20943.771|559.085 -20938.623|554.528 -20933.330|550.138 -20927.881|544.762 -20920.543|539.701 -20912.981|534.954 -20905.209|530.543 -20897.247|529.439 -20895.112|525.538 -20886.862|521.987 -20878.444
403 335 CREEKSIDE BV SW,521.260 -20876.643|469.992 -20876.710|470.083 -20878.455|469.901 -20994.699|470.132 -20997.690|470.747 -21000.625|471.746 -21003.461|473.102 -21006.129|474.794 -21008.609|476.793 -21010.833|479.072 -21012.779|481.582 -21014.402|483.078 -21015.236|484.630 -21015.948|486.231 -21016.537|487.873 -21017.015|489.544 -21017.360|491.236 -21017.571|492.941 -21017.660|494.647 -21017.616|501.372 -21016.882|508.055 -21015.814|514.668 -21014.424|521.218 -21012.701|527.670 -21010.666|534.011 -21008.320|540.232 -21005.651|546.321 -21002.693|550.606 -21000.381|557.729 -20996.166|583.971 -20979.320|585.391 -20978.397|586.900 -20977.430|568.704 -20948.764|563.811 -20943.771|559.085 -20938.623|554.528 -20933.330|550.138 -20927.881|544.762 -20920.543|539.701 -20912.981|534.954 -20905.209|530.543 -20897.247|529.439 -20895.112|525.538 -20886.862|521.987 -20878.444
402 335 CREEKSIDE BV SW,521.260 -20876.643|469.992 -20876.710|470.083 -20878.455|469.901 -20994.699|470.132 -20997.690|470.747 -21000.625|471.746 -21003.461|473.102 -21006.129|474.794 -21008.609|476.793 -21010.833|479.072 -21012.779|481.582 -21014.402|483.078 -21015.236|484.630 -21015.948|486.231 -21016.537|487.873 -21017.015|489.544 -21017.360|491.236 -21017.571|492.941 -21017.660|494.647 -21017.616|501.372 -21016.882|508.055 -21015.814|514.668 -21014.424|521.218 -21012.701|527.670 -21010.666|534.011 -21008.320|540.232 -21005.651|546.321 -21002.693|550.606 -21000.381|557.729 -20996.166|583.971 -20979.320|585.391 -20978.397|586.900 -20977.430|568.704 -20948.764|563.811 -20943.771|559.085 -20938.623|554.528 -20933.330|550.138 -20927.881|544.762 -20920.543|539.701 -20912.981|534.954 -20905.209|530.543 -20897.247|529.439 -20895.112|525.538 -20886.862|521.987 -20878.444
401 335 CREEKSIDE BV SW,521.260 -20876.643|469.992 -20876.710|470.083 -20878.455|469.901 -20994.699|470.132 -20997.690|470.747 -21000.625|471.746 -21003.461|473.102 -21006.129|474.794 -21008.609|476.793 -21010.833|479.072 -21012.779|481.582 -21014.402|483.078 -21015.236|484.630 -21015.948|486.231 -21016.537|487.873 -21017.015|489.544 -21017.360|491.236 -21017.571|492.941 -21017.660|494.647 -21017.616|501.372 -21016.882|508.055 -21015.814|514.668 -21014.424|521.218 -21012.701|527.670 -21010.666|534.011 -21008.320|540.232 -21005.651|546.321 -21002.693|550.606 -21000.381|557.729 -20996.166|583.971 -20979.320|585.391 -20978.397|586.900 -20977.430|568.704 -20948.764|563.811 -20943.771|559.085 -20938.623|554.528 -20933.330|550.138 -20927.881|544.762 -20920.543|539.701 -20912.981|534.954 -20905.209|530.543 -20897.247|529.439 -20895.112|525.538 -20886.862|521.987 -20878.444
204 335 CREEKSIDE BV SW,521.260 -20876.643|469.992 -20876.710|470.083 -20878.455|469.901 -20994.699|470.132 -20997.690|470.747 -21000.625|471.746 -21003.461|473.102 -21006.129|474.794 -21008.609|476.793 -21010.833|479.072 -21012.779|481.582 -21014.402|483.078 -21015.236|484.630 -21015.948|486.231 -21016.537|487.873 -21017.015|489.544 -21017.360|491.236 -21017.571|492.941 -21017.660|494.647 -21017.616|501.372 -21016.882|508.055 -21015.814|514.668 -21014.424|521.218 -21012.701|527.670 -21010.666|534.011 -21008.320|540.232 -21005.651|546.321 -21002.693|550.606 -21000.381|557.729 -20996.166|583.971 -20979.320|585.391 -20978.397|586.900 -20977.430|568.704 -20948.764|563.811 -20943.771|559.085 -20938.623|554.528 -20933.330|550.138 -20927.881|544.762 -20920.543|539.701 -20912.981|534.954 -20905.209|530.543 -20897.247|529.439 -20895.112|525.538 -20886.862|521.987 -20878.444
203 335 CREEKSIDE BV SW,521.260 -20876.643|469.992 -20876.710|470.083 -20878.455|469.901 -20994.699|470.132 -20997.690|470.747 -21000.625|471.746 -21003.461|473.102 -21006.129|474.794 -21008.609|476.793 -21010.833|479.072 -21012.779|481.582 -21014.402|483.078 -21015.236|484.630 -21015.948|486.231 -21016.537|487.873 -21017.015|489.544 -21017.360|491.236 -21017.571|492.941 -21017.660|494.647 -21017.616|501.372 -21016.882|508.055 -21015.814|514.668 -21014.424|521.218 -21012.701|527.670 -21010.666|534.011 -21008.320|540.232 -21005.651|546.321 -21002.693|550.606 -21000.381|557.729 -20996.166|583.971 -20979.320|585.391 -20978.397|586.900 -20977.430|568.704 -20948.764|563.811 -20943.771|559.085 -20938.623|554.528 -20933.330|550.138 -20927.881|544.762 -20920.543|539.701 -20912.981|534.954 -20905.209|530.543 -20897.247|529.439 -20895.112|525.538 -20886.862|521.987 -20878.444
202 335 CREEKSIDE BV SW,521.260 -20876.643|469.992 -20876.710|470.083 -20878.455|469.901 -20994.699|470.132 -20997.690|470.747 -21000.625|471.746 -21003.461|473.102 -21006.129|474.794 -21008.609|476.793 -21010.833|479.072 -21012.779|481.582 -21014.402|483.078 -21015.236|484.630 -21015.948|486.231 -21016.537|487.873 -21017.015|489.544 -21017.360|491.236 -21017.571|492.941 -21017.660|494.647 -21017.616|501.372 -21016.882|508.055 -21015.814|514.668 -21014.424|521.218 -21012.701|527.670 -21010.666|534.011 -21008.320|540.232 -21005.651|546.321 -21002.693|550.606 -21000.381|557.729 -20996.166|583.971 -20979.320|585.391 -20978.397|586.900 -20977.430|568.704 -20948.764|563.811 -20943.771|559.085 -20938.623|554.528 -20933.330|550.138 -20927.881|544.762 -20920.543|539.701 -20912.981|534.954 -20905.209|530.543 -20897.247|529.439 -20895.112|525.538 -20886.862|521.987 -20878.444
201 335 CREEKSIDE BV SW,521.260 -20876.643|469.992 -20876.710|470.083 -20878.455|469.901 -20994.699|470.132 -20997.690|470.747 -21000.625|471.746 -21003.461|473.102 -21006.129|474.794 -21008.609|476.793 -21010.833|479.072 -21012.779|481.582 -21014.402|483.078 -21015.236|484.630 -21015.948|486.231 -21016.537|487.873 -21017.015|489.544 -21017.360|491.236 -21017.571|492.941 -21017.660|494.647 -21017.616|501.372 -21016.882|508.055 -21015.814|514.668 -21014.424|521.218 -21012.701|527.670 -21010.666|534.011 -21008.320|540.232 -21005.651|546.321 -21002.693|550.606 -21000.381|557.729 -20996.166|583.971 -20979.320|585.391 -20978.397|586.900 -20977.430|568.704 -20948.764|563.811 -20943.771|559.085 -20938.623|554.528 -20933.330|550.138 -20927.881|544.762 -20920.543|539.701 -20912.981|534.954 -20905.209|530.543 -20897.247|529.439 -20895.112|525.538 -20886.862|521.987 -20878.444
399 CREEKSTONE DR SW,350.119 -21142.688|350.119 -21144.189|350.112 -21151.606|350.112 -21153.107|350.112 -21155.286|359.325 -21158.911|360.814 -21159.545|368.217 -21162.836|369.706 -21163.537|377.109 -21167.184|378.598 -21167.962|386.001 -21171.988|387.490 -21172.844|394.893 -21177.281|396.382 -21178.215|403.778 -21183.096|405.267 -21184.130|412.670 -21189.490|414.159 -21190.613|421.562 -21196.506|423.051 -21197.740|431.055 -21204.768|432.285 -21205.902|432.544 -21205.902|444.749 -21205.902|444.749 -21205.302|444.826 -21064.740|444.728 -21062.639|444.421 -21060.559|443.917 -21058.513|443.211 -21056.534|442.323 -21054.633|441.247 -21052.820|440.003 -21051.130|438.597 -21049.562|437.046 -21048.150|435.361 -21046.893|433.564 -21045.804|431.670 -21044.903|429.699 -21044.180|427.671 -21043.669|425.595 -21043.357|423.498 -21043.246|350.790 -21043.191|350.189 -21043.191|350.182 -21052.209|350.182 -21053.710|350.175 -21061.137|350.175 -21062.627|350.175 -21070.055|350.168 -21071.556|350.168 -21078.984|350.161 -21080.485|350.161 -21087.913|350.154 -21089.414|350.154 -21097.443|350.154 -21098.944|350.147 -21106.372|350.147 -21107.873|350.140 -21115.301|350.140 -21116.802|350.133 -21124.229|350.133 -21125.719|350.126 -21133.759|350.126 -21135.260
