ADDRESS,POINTS
6221 COUNTRY HILLS BV NE,9512.279 11187.359|9474.684 11187.337|9467.693 11187.337|9429.819 11187.315|9413.839 11186.158|9379.879 11186.147|9372.889 11186.136|9372.896 11266.530|9338.915 11266.575|9338.915 11244.313|9296.364 11244.313|9291.869 11248.817|9291.869 11262.082|9291.869 11264.807|9296.371 11269.299|9296.378 11394.894|9291.897 11399.375|9225.970 11399.441|9221.475 11394.949|9218.098 11394.949|9209.109 11394.960|9205.495 11394.960|9201.000 11399.464|9125.796 11399.530|9121.301 11395.038|9105.321 11395.049|9100.819 11399.553|9050.390 11399.586|9048.433 11399.486|9046.489 11399.197|9044.581 11398.730|9042.735 11398.063|9040.960 11397.229|9039.275 11396.217|9037.695 11395.049|9036.241 11393.726|9034.927 11392.269|9033.760 11390.702|9032.746 11389.023|9031.914 11387.243|9031.250 11385.398|9030.775 11383.496|9030.488 11381.561|9030.397 11379.604|9030.397 11369.608|9004.428 11369.608|9004.428 11381.650|9004.344 11383.407|9004.085 11385.153|9003.659 11386.854|9003.064 11388.522|9002.316 11390.112|9001.408 11391.624|9000.359 11393.037|8999.178 11394.349|8997.870 11395.539|8996.451 11396.584|8994.941 11397.496|8993.348 11398.252|8991.684 11398.852|8989.971 11399.275|8988.231 11399.542|8986.462 11399.631|8979.947 11399.642|8975.137 11399.586|8975.158 11428.675|8980.352 11428.619|8988.133 11428.775|8989.754 11428.919|8991.348 11429.219|8992.914 11429.675|8994.424 11430.265|8995.878 11431.010|8997.248 11431.877|8998.528 11432.878|8999.709 11433.990|9000.778 11435.213|9001.722 11436.536|9002.540 11437.937|9003.211 11439.416|9003.749 11440.951|9004.127 11442.530|9004.358 11444.131|9004.434 11445.754|9004.434 11596.112|8999.933 11600.626|8999.933 11621.609|9004.434 11626.112|9004.434 11774.413|9004.211 11777.015|9003.533 11779.539|9002.428 11781.908|9000.925 11784.042|8999.080 11785.899|8996.934 11787.401|8994.564 11788.501|8992.033 11789.180|8984.784 11790.447|8966.469 11793.672|8754.986 11793.427|8752.379 11793.194|8749.855 11792.516|8747.486 11791.404|8745.346 11789.902|8743.501 11788.057|8742.005 11785.911|8740.907 11783.542|8740.236 11781.018|8735.707 11755.388|8735.693 11201.770|8735.693 11163.086|8735.776 11153.890|8738.111 11027.150|8738.195 11017.965|8738.195 11016.686|8738.195 11004.510|9509.126 11005.111|9512.279 11005.100|9512.279 11035.567|9507.784 11040.059|9507.784 11056.049|9512.279 11060.553|9512.279 11126.502|9507.784 11131.006|9507.784 11152.989|9512.279 11157.492
