ADDRESS,POINTS
1116 17 AV SW,-1141.460 -1089.150|-1149.059 -1088.816|-1150.632 -1124.021|-1143.019 -1124.021
1116 17 AV SW,-1149.059 -1088.816|-1156.657 -1088.472|-1158.244 -1124.032|-1150.632 -1124.021
1116 17 AV SW,-1156.657 -1088.472|-1164.249 -1088.127|-1165.857 -1124.032|-1158.244 -1124.032
