ADDRESS,POINTS
209V 3830 BRENTWOOD RD NW,-4011.365 4334.650|-4014.609 4337.630|-4014.994 4337.985|-4018.908 4341.577|-4021.907 4344.324|-4024.256 4346.492|-4029.261 4351.084|-4031.610 4353.230|-4030.771 4354.153|-4029.590 4355.432|-4033.819 4359.324|-4035.007 4358.023|-4035.790 4357.167|-4042.075 4350.295|-4044.640 4347.504|-4051.197 4340.332|-4051.260 4340.265|-4046.472 4335.862|-4046.877 4335.417|-4044.374 4333.126|-4043.969 4333.571|-4040.684 4330.546|-4041.662 4329.479|-4039.160 4327.188|-4038.754 4327.633|-4035.469 4324.609|-4035.874 4324.164|-4033.371 4321.873|-4032.966 4322.318|-4029.681 4319.294|-4025.395 4315.847|-4019.530 4311.132|-4013.924 4305.984|-4014.329 4305.550|-4010.156 4301.714|-4009.268 4302.359|-4003.270 4293.930|-4004.557 4293.018|-4001.949 4290.616|-4001.544 4291.061|-3998.552 4288.315|-3998.957 4287.870|-3996.455 4285.579|-3995.651 4286.469|-3993.903 4284.868|-3993.819 4284.957|-3992.589 4283.822|-3992.170 4283.444|-3988.821 4287.103|-3984.228 4292.106|-3979.643 4297.110|-3976.791 4300.235|-3976.686 4300.346|-3976.133 4300.946|-3975.903 4301.202|-3975.483 4301.658|-3986.626 4311.932|-3992.638 4317.459|-3994.672 4319.327|-4001.390 4325.498|-4002.718 4326.710|-4006.318 4330.013|-4006.381 4330.068|-4009.017 4332.492|-4009.639 4333.059
210V 3830 BRENTWOOD RD NW,-4011.365 4334.650|-4014.609 4337.630|-4014.994 4337.985|-4018.908 4341.577|-4021.907 4344.324|-4024.256 4346.492|-4029.261 4351.084|-4031.610 4353.230|-4030.771 4354.153|-4029.590 4355.432|-4033.819 4359.324|-4035.007 4358.023|-4035.790 4357.167|-4042.075 4350.295|-4044.640 4347.504|-4051.197 4340.332|-4051.260 4340.265|-4046.472 4335.862|-4046.877 4335.417|-4044.374 4333.126|-4043.969 4333.571|-4040.684 4330.546|-4041.662 4329.479|-4039.160 4327.188|-4038.754 4327.633|-4035.469 4324.609|-4035.874 4324.164|-4033.371 4321.873|-4032.966 4322.318|-4029.681 4319.294|-4025.395 4315.847|-4019.530 4311.132|-4013.924 4305.984|-4014.329 4305.550|-4010.156 4301.714|-4009.268 4302.359|-4003.270 4293.930|-4004.557 4293.018|-4001.949 4290.616|-4001.544 4291.061|-3998.552 4288.315|-3998.957 4287.870|-3996.455 4285.579|-3995.651 4286.469|-3993.903 4284.868|-3993.819 4284.957|-3992.589 4283.822|-3992.170 4283.444|-3988.821 4287.103|-3984.228 4292.106|-3979.643 4297.110|-3976.791 4300.235|-3976.686 4300.346|-3976.133 4300.946|-3975.903 4301.202|-3975.483 4301.658|-3986.626 4311.932|-3992.638 4317.459|-3994.672 4319.327|-4001.390 4325.498|-4002.718 4326.710|-4006.318 4330.013|-4006.381 4330.068|-4009.017 4332.492|-4009.639 4333.059
211V 3830 BRENTWOOD RD NW,-4011.365 4334.650|-4014.609 4337.630|-4014.994 4337.985|-4018.908 4341.577|-4021.907 4344.324|-4024.256 4346.492|-4029.261 4351.084|-4031.610 4353.230|-4030.771 4354.153|-4029.590 4355.432|-4033.819 4359.324|-4035.007 4358.023|-4035.790 4357.167|-4042.075 4350.295|-4044.640 4347.504|-4051.197 4340.332|-4051.260 4340.265|-4046.472 4335.862|-4046.877 4335.417|-4044.374 4333.126|-4043.969 4333.571|-4040.684 4330.546|-4041.662 4329.479|-4039.160 4327.188|-4038.754 4327.633|-4035.469 4324.609|-4035.874 4324.164|-4033.371 4321.873|-4032.966 4322.318|-4029.681 4319.294|-4025.395 4315.847|-4019.530 4311.132|-4013.924 4305.984|-4014.329 4305.550|-4010.156 4301.714|-4009.268 4302.359|-4003.270 4293.930|-4004.557 4293.018|-4001.949 4290.616|-4001.544 4291.061|-3998.552 4288.315|-3998.957 4287.870|-3996.455 4285.579|-3995.651 4286.469|-3993.903 4284.868|-3993.819 4284.957|-3992.589 4283.822|-3992.170 4283.444|-3988.821 4287.103|-3984.228 4292.106|-3979.643 4297.110|-3976.791 4300.235|-3976.686 4300.346|-3976.133 4300.946|-3975.903 4301.202|-3975.483 4301.658|-3986.626 4311.932|-3992.638 4317.459|-3994.672 4319.327|-4001.390 4325.498|-4002.718 4326.710|-4006.318 4330.013|-4006.381 4330.068|-4009.017 4332.492|-4009.639 4333.059
212V 3830 BRENTWOOD RD NW,-4011.365 4334.650|-4014.609 4337.630|-4014.994 4337.985|-4018.908 4341.577|-4021.907 4344.324|-4024.256 4346.492|-4029.261 4351.084|-4031.610 4353.230|-4030.771 4354.153|-4029.590 4355.432|-4033.819 4359.324|-4035.007 4358.023|-4035.790 4357.167|-4042.075 4350.295|-4044.640 4347.504|-4051.197 4340.332|-4051.260 4340.265|-4046.472 4335.862|-4046.877 4335.417|-4044.374 4333.126|-4043.969 4333.571|-4040.684 4330.546|-4041.662 4329.479|-4039.160 4327.188|-4038.754 4327.633|-4035.469 4324.609|-4035.874 4324.164|-4033.371 4321.873|-4032.966 4322.318|-4029.681 4319.294|-4025.395 4315.847|-4019.530 4311.132|-4013.924 4305.984|-4014.329 4305.550|-4010.156 4301.714|-4009.268 4302.359|-4003.270 4293.930|-4004.557 4293.018|-4001.949 4290.616|-4001.544 4291.061|-3998.552 4288.315|-3998.957 4287.870|-3996.455 4285.579|-3995.651 4286.469|-3993.903 4284.868|-3993.819 4284.957|-3992.589 4283.822|-3992.170 4283.444|-3988.821 4287.103|-3984.228 4292.106|-3979.643 4297.110|-3976.791 4300.235|-3976.686 4300.346|-3976.133 4300.946|-3975.903 4301.202|-3975.483 4301.658|-3986.626 4311.932|-3992.638 4317.459|-3994.672 4319.327|-4001.390 4325.498|-4002.718 4326.710|-4006.318 4330.013|-4006.381 4330.068|-4009.017 4332.492|-4009.639 4333.059
213V 3830 BRENTWOOD RD NW,-4011.365 4334.650|-4014.609 4337.630|-4014.994 4337.985|-4018.908 4341.577|-4021.907 4344.324|-4024.256 4346.492|-4029.261 4351.084|-4031.610 4353.230|-4030.771 4354.153|-4029.590 4355.432|-4033.819 4359.324|-4035.007 4358.023|-4035.790 4357.167|-4042.075 4350.295|-4044.640 4347.504|-4051.197 4340.332|-4051.260 4340.265|-4046.472 4335.862|-4046.877 4335.417|-4044.374 4333.126|-4043.969 4333.571|-4040.684 4330.546|-4041.662 4329.479|-4039.160 4327.188|-4038.754 4327.633|-4035.469 4324.609|-4035.874 4324.164|-4033.371 4321.873|-4032.966 4322.318|-4029.681 4319.294|-4025.395 4315.847|-4019.530 4311.132|-4013.924 4305.984|-4014.329 4305.550|-4010.156 4301.714|-4009.268 4302.359|-4003.270 4293.930|-4004.557 4293.018|-4001.949 4290.616|-4001.544 4291.061|-3998.552 4288.315|-3998.957 4287.870|-3996.455 4285.579|-3995.651 4286.469|-3993.903 4284.868|-3993.819 4284.957|-3992.589 4283.822|-3992.170 4283.444|-3988.821 4287.103|-3984.228 4292.106|-3979.643 4297.110|-3976.791 4300.235|-3976.686 4300.346|-3976.133 4300.946|-3975.903 4301.202|-3975.483 4301.658|-3986.626 4311.932|-3992.638 4317.459|-3994.672 4319.327|-4001.390 4325.498|-4002.718 4326.710|-4006.318 4330.013|-4006.381 4330.068|-4009.017 4332.492|-4009.639 4333.059
214V 3830 BRENTWOOD RD NW,-4011.365 4334.650|-4014.609 4337.630|-4014.994 4337.985|-4018.908 4341.577|-4021.907 4344.324|-4024.256 4346.492|-4029.261 4351.084|-4031.610 4353.230|-4030.771 4354.153|-4029.590 4355.432|-4033.819 4359.324|-4035.007 4358.023|-4035.790 4357.167|-4042.075 4350.295|-4044.640 4347.504|-4051.197 4340.332|-4051.260 4340.265|-4046.472 4335.862|-4046.877 4335.417|-4044.374 4333.126|-4043.969 4333.571|-4040.684 4330.546|-4041.662 4329.479|-4039.160 4327.188|-4038.754 4327.633|-4035.469 4324.609|-4035.874 4324.164|-4033.371 4321.873|-4032.966 4322.318|-4029.681 4319.294|-4025.395 4315.847|-4019.530 4311.132|-4013.924 4305.984|-4014.329 4305.550|-4010.156 4301.714|-4009.268 4302.359|-4003.270 4293.930|-4004.557 4293.018|-4001.949 4290.616|-4001.544 4291.061|-3998.552 4288.315|-3998.957 4287.870|-3996.455 4285.579|-3995.651 4286.469|-3993.903 4284.868|-3993.819 4284.957|-3992.589 4283.822|-3992.170 4283.444|-3988.821 4287.103|-3984.228 4292.106|-3979.643 4297.110|-3976.791 4300.235|-3976.686 4300.346|-3976.133 4300.946|-3975.903 4301.202|-3975.483 4301.658|-3986.626 4311.932|-3992.638 4317.459|-3994.672 4319.327|-4001.390 4325.498|-4002.718 4326.710|-4006.318 4330.013|-4006.381 4330.068|-4009.017 4332.492|-4009.639 4333.059
215V 3830 BRENTWOOD RD NW,-4011.365 4334.650|-4014.609 4337.630|-4014.994 4337.985|-4018.908 4341.577|-4021.907 4344.324|-4024.256 4346.492|-4029.261 4351.084|-4031.610 4353.230|-4030.771 4354.153|-4029.590 4355.432|-4033.819 4359.324|-4035.007 4358.023|-4035.790 4357.167|-4042.075 4350.295|-4044.640 4347.504|-4051.197 4340.332|-4051.260 4340.265|-4046.472 4335.862|-4046.877 4335.417|-4044.374 4333.126|-4043.969 4333.571|-4040.684 4330.546|-4041.662 4329.479|-4039.160 4327.188|-4038.754 4327.633|-4035.469 4324.609|-4035.874 4324.164|-4033.371 4321.873|-4032.966 4322.318|-4029.681 4319.294|-4025.395 4315.847|-4019.530 4311.132|-4013.924 4305.984|-4014.329 4305.550|-4010.156 4301.714|-4009.268 4302.359|-4003.270 4293.930|-4004.557 4293.018|-4001.949 4290.616|-4001.544 4291.061|-3998.552 4288.315|-3998.957 4287.870|-3996.455 4285.579|-3995.651 4286.469|-3993.903 4284.868|-3993.819 4284.957|-3992.589 4283.822|-3992.170 4283.444|-3988.821 4287.103|-3984.228 4292.106|-3979.643 4297.110|-3976.791 4300.235|-3976.686 4300.346|-3976.133 4300.946|-3975.903 4301.202|-3975.483 4301.658|-3986.626 4311.932|-3992.638 4317.459|-3994.672 4319.327|-4001.390 4325.498|-4002.718 4326.710|-4006.318 4330.013|-4006.381 4330.068|-4009.017 4332.492|-4009.639 4333.059
216V 3830 BRENTWOOD RD NW,-4011.365 4334.650|-4014.609 4337.630|-4014.994 4337.985|-4018.908 4341.577|-4021.907 4344.324|-4024.256 4346.492|-4029.261 4351.084|-4031.610 4353.230|-4030.771 4354.153|-4029.590 4355.432|-4033.819 4359.324|-4035.007 4358.023|-4035.790 4357.167|-4042.075 4350.295|-4044.640 4347.504|-4051.197 4340.332|-4051.260 4340.265|-4046.472 4335.862|-4046.877 4335.417|-4044.374 4333.126|-4043.969 4333.571|-4040.684 4330.546|-4041.662 4329.479|-4039.160 4327.188|-4038.754 4327.633|-4035.469 4324.609|-4035.874 4324.164|-4033.371 4321.873|-4032.966 4322.318|-4029.681 4319.294|-4025.395 4315.847|-4019.530 4311.132|-4013.924 4305.984|-4014.329 4305.550|-4010.156 4301.714|-4009.268 4302.359|-4003.270 4293.930|-4004.557 4293.018|-4001.949 4290.616|-4001.544 4291.061|-3998.552 4288.315|-3998.957 4287.870|-3996.455 4285.579|-3995.651 4286.469|-3993.903 4284.868|-3993.819 4284.957|-3992.589 4283.822|-3992.170 4283.444|-3988.821 4287.103|-3984.228 4292.106|-3979.643 4297.110|-3976.791 4300.235|-3976.686 4300.346|-3976.133 4300.946|-3975.903 4301.202|-3975.483 4301.658|-3986.626 4311.932|-3992.638 4317.459|-3994.672 4319.327|-4001.390 4325.498|-4002.718 4326.710|-4006.318 4330.013|-4006.381 4330.068|-4009.017 4332.492|-4009.639 4333.059
217V 3830 BRENTWOOD RD NW,-4011.365 4334.650|-4014.609 4337.630|-4014.994 4337.985|-4018.908 4341.577|-4021.907 4344.324|-4024.256 4346.492|-4029.261 4351.084|-4031.610 4353.230|-4030.771 4354.153|-4029.590 4355.432|-4033.819 4359.324|-4035.007 4358.023|-4035.790 4357.167|-4042.075 4350.295|-4044.640 4347.504|-4051.197 4340.332|-4051.260 4340.265|-4046.472 4335.862|-4046.877 4335.417|-4044.374 4333.126|-4043.969 4333.571|-4040.684 4330.546|-4041.662 4329.479|-4039.160 4327.188|-4038.754 4327.633|-4035.469 4324.609|-4035.874 4324.164|-4033.371 4321.873|-4032.966 4322.318|-4029.681 4319.294|-4025.395 4315.847|-4019.530 4311.132|-4013.924 4305.984|-4014.329 4305.550|-4010.156 4301.714|-4009.268 4302.359|-4003.270 4293.930|-4004.557 4293.018|-4001.949 4290.616|-4001.544 4291.061|-3998.552 4288.315|-3998.957 4287.870|-3996.455 4285.579|-3995.651 4286.469|-3993.903 4284.868|-3993.819 4284.957|-3992.589 4283.822|-3992.170 4283.444|-3988.821 4287.103|-3984.228 4292.106|-3979.643 4297.110|-3976.791 4300.235|-3976.686 4300.346|-3976.133 4300.946|-3975.903 4301.202|-3975.483 4301.658|-3986.626 4311.932|-3992.638 4317.459|-3994.672 4319.327|-4001.390 4325.498|-4002.718 4326.710|-4006.318 4330.013|-4006.381 4330.068|-4009.017 4332.492|-4009.639 4333.059
218V 3830 BRENTWOOD RD NW,-4011.365 4334.650|-4014.609 4337.630|-4014.994 4337.985|-4018.908 4341.577|-4021.907 4344.324|-4024.256 4346.492|-4029.261 4351.084|-4031.610 4353.230|-4030.771 4354.153|-4029.590 4355.432|-4033.819 4359.324|-4035.007 4358.023|-4035.790 4357.167|-4042.075 4350.295|-4044.640 4347.504|-4051.197 4340.332|-4051.260 4340.265|-4046.472 4335.862|-4046.877 4335.417|-4044.374 4333.126|-4043.969 4333.571|-4040.684 4330.546|-4041.662 4329.479|-4039.160 4327.188|-4038.754 4327.633|-4035.469 4324.609|-4035.874 4324.164|-4033.371 4321.873|-4032.966 4322.318|-4029.681 4319.294|-4025.395 4315.847|-4019.530 4311.132|-4013.924 4305.984|-4014.329 4305.550|-4010.156 4301.714|-4009.268 4302.359|-4003.270 4293.930|-4004.557 4293.018|-4001.949 4290.616|-4001.544 4291.061|-3998.552 4288.315|-3998.957 4287.870|-3996.455 4285.579|-3995.651 4286.469|-3993.903 4284.868|-3993.819 4284.957|-3992.589 4283.822|-3992.170 4283.444|-3988.821 4287.103|-3984.228 4292.106|-3979.643 4297.110|-3976.791 4300.235|-3976.686 4300.346|-3976.133 4300.946|-3975.903 4301.202|-3975.483 4301.658|-3986.626 4311.932|-3992.638 4317.459|-3994.672 4319.327|-4001.390 4325.498|-4002.718 4326.710|-4006.318 4330.013|-4006.381 4330.068|-4009.017 4332.492|-4009.639 4333.059
219V 3830 BRENTWOOD RD NW,-4011.365 4334.650|-4014.609 4337.630|-4014.994 4337.985|-4018.908 4341.577|-4021.907 4344.324|-4024.256 4346.492|-4029.261 4351.084|-4031.610 4353.230|-4030.771 4354.153|-4029.590 4355.432|-4033.819 4359.324|-4035.007 4358.023|-4035.790 4357.167|-4042.075 4350.295|-4044.640 4347.504|-4051.197 4340.332|-4051.260 4340.265|-4046.472 4335.862|-4046.877 4335.417|-4044.374 4333.126|-4043.969 4333.571|-4040.684 4330.546|-4041.662 4329.479|-4039.160 4327.188|-4038.754 4327.633|-4035.469 4324.609|-4035.874 4324.164|-4033.371 4321.873|-4032.966 4322.318|-4029.681 4319.294|-4025.395 4315.847|-4019.530 4311.132|-4013.924 4305.984|-4014.329 4305.550|-4010.156 4301.714|-4009.268 4302.359|-4003.270 4293.930|-4004.557 4293.018|-4001.949 4290.616|-4001.544 4291.061|-3998.552 4288.315|-3998.957 4287.870|-3996.455 4285.579|-3995.651 4286.469|-3993.903 4284.868|-3993.819 4284.957|-3992.589 4283.822|-3992.170 4283.444|-3988.821 4287.103|-3984.228 4292.106|-3979.643 4297.110|-3976.791 4300.235|-3976.686 4300.346|-3976.133 4300.946|-3975.903 4301.202|-3975.483 4301.658|-3986.626 4311.932|-3992.638 4317.459|-3994.672 4319.327|-4001.390 4325.498|-4002.718 4326.710|-4006.318 4330.013|-4006.381 4330.068|-4009.017 4332.492|-4009.639 4333.059
220V 3830 BRENTWOOD RD NW,-4011.365 4334.650|-4014.609 4337.630|-4014.994 4337.985|-4018.908 4341.577|-4021.907 4344.324|-4024.256 4346.492|-4029.261 4351.084|-4031.610 4353.230|-4030.771 4354.153|-4029.590 4355.432|-4033.819 4359.324|-4035.007 4358.023|-4035.790 4357.167|-4042.075 4350.295|-4044.640 4347.504|-4051.197 4340.332|-4051.260 4340.265|-4046.472 4335.862|-4046.877 4335.417|-4044.374 4333.126|-4043.969 4333.571|-4040.684 4330.546|-4041.662 4329.479|-4039.160 4327.188|-4038.754 4327.633|-4035.469 4324.609|-4035.874 4324.164|-4033.371 4321.873|-4032.966 4322.318|-4029.681 4319.294|-4025.395 4315.847|-4019.530 4311.132|-4013.924 4305.984|-4014.329 4305.550|-4010.156 4301.714|-4009.268 4302.359|-4003.270 4293.930|-4004.557 4293.018|-4001.949 4290.616|-4001.544 4291.061|-3998.552 4288.315|-3998.957 4287.870|-3996.455 4285.579|-3995.651 4286.469|-3993.903 4284.868|-3993.819 4284.957|-3992.589 4283.822|-3992.170 4283.444|-3988.821 4287.103|-3984.228 4292.106|-3979.643 4297.110|-3976.791 4300.235|-3976.686 4300.346|-3976.133 4300.946|-3975.903 4301.202|-3975.483 4301.658|-3986.626 4311.932|-3992.638 4317.459|-3994.672 4319.327|-4001.390 4325.498|-4002.718 4326.710|-4006.318 4330.013|-4006.381 4330.068|-4009.017 4332.492|-4009.639 4333.059
221V 3830 BRENTWOOD RD NW,-4011.365 4334.650|-4014.609 4337.630|-4014.994 4337.985|-4018.908 4341.577|-4021.907 4344.324|-4024.256 4346.492|-4029.261 4351.084|-4031.610 4353.230|-4030.771 4354.153|-4029.590 4355.432|-4033.819 4359.324|-4035.007 4358.023|-4035.790 4357.167|-4042.075 4350.295|-4044.640 4347.504|-4051.197 4340.332|-4051.260 4340.265|-4046.472 4335.862|-4046.877 4335.417|-4044.374 4333.126|-4043.969 4333.571|-4040.684 4330.546|-4041.662 4329.479|-4039.160 4327.188|-4038.754 4327.633|-4035.469 4324.609|-4035.874 4324.164|-4033.371 4321.873|-4032.966 4322.318|-4029.681 4319.294|-4025.395 4315.847|-4019.530 4311.132|-4013.924 4305.984|-4014.329 4305.550|-4010.156 4301.714|-4009.268 4302.359|-4003.270 4293.930|-4004.557 4293.018|-4001.949 4290.616|-4001.544 4291.061|-3998.552 4288.315|-3998.957 4287.870|-3996.455 4285.579|-3995.651 4286.469|-3993.903 4284.868|-3993.819 4284.957|-3992.589 4283.822|-3992.170 4283.444|-3988.821 4287.103|-3984.228 4292.106|-3979.643 4297.110|-3976.791 4300.235|-3976.686 4300.346|-3976.133 4300.946|-3975.903 4301.202|-3975.483 4301.658|-3986.626 4311.932|-3992.638 4317.459|-3994.672 4319.327|-4001.390 4325.498|-4002.718 4326.710|-4006.318 4330.013|-4006.381 4330.068|-4009.017 4332.492|-4009.639 4333.059
222V 3830 BRENTWOOD RD NW,-4011.365 4334.650|-4014.609 4337.630|-4014.994 4337.985|-4018.908 4341.577|-4021.907 4344.324|-4024.256 4346.492|-4029.261 4351.084|-4031.610 4353.230|-4030.771 4354.153|-4029.590 4355.432|-4033.819 4359.324|-4035.007 4358.023|-4035.790 4357.167|-4042.075 4350.295|-4044.640 4347.504|-4051.197 4340.332|-4051.260 4340.265|-4046.472 4335.862|-4046.877 4335.417|-4044.374 4333.126|-4043.969 4333.571|-4040.684 4330.546|-4041.662 4329.479|-4039.160 4327.188|-4038.754 4327.633|-4035.469 4324.609|-4035.874 4324.164|-4033.371 4321.873|-4032.966 4322.318|-4029.681 4319.294|-4025.395 4315.847|-4019.530 4311.132|-4013.924 4305.984|-4014.329 4305.550|-4010.156 4301.714|-4009.268 4302.359|-4003.270 4293.930|-4004.557 4293.018|-4001.949 4290.616|-4001.544 4291.061|-3998.552 4288.315|-3998.957 4287.870|-3996.455 4285.579|-3995.651 4286.469|-3993.903 4284.868|-3993.819 4284.957|-3992.589 4283.822|-3992.170 4283.444|-3988.821 4287.103|-3984.228 4292.106|-3979.643 4297.110|-3976.791 4300.235|-3976.686 4300.346|-3976.133 4300.946|-3975.903 4301.202|-3975.483 4301.658|-3986.626 4311.932|-3992.638 4317.459|-3994.672 4319.327|-4001.390 4325.498|-4002.718 4326.710|-4006.318 4330.013|-4006.381 4330.068|-4009.017 4332.492|-4009.639 4333.059
223V 3830 BRENTWOOD RD NW,-4011.365 4334.650|-4014.609 4337.630|-4014.994 4337.985|-4018.908 4341.577|-4021.907 4344.324|-4024.256 4346.492|-4029.261 4351.084|-4031.610 4353.230|-4030.771 4354.153|-4029.590 4355.432|-4033.819 4359.324|-4035.007 4358.023|-4035.790 4357.167|-4042.075 4350.295|-4044.640 4347.504|-4051.197 4340.332|-4051.260 4340.265|-4046.472 4335.862|-4046.877 4335.417|-4044.374 4333.126|-4043.969 4333.571|-4040.684 4330.546|-4041.662 4329.479|-4039.160 4327.188|-4038.754 4327.633|-4035.469 4324.609|-4035.874 4324.164|-4033.371 4321.873|-4032.966 4322.318|-4029.681 4319.294|-4025.395 4315.847|-4019.530 4311.132|-4013.924 4305.984|-4014.329 4305.550|-4010.156 4301.714|-4009.268 4302.359|-4003.270 4293.930|-4004.557 4293.018|-4001.949 4290.616|-4001.544 4291.061|-3998.552 4288.315|-3998.957 4287.870|-3996.455 4285.579|-3995.651 4286.469|-3993.903 4284.868|-3993.819 4284.957|-3992.589 4283.822|-3992.170 4283.444|-3988.821 4287.103|-3984.228 4292.106|-3979.643 4297.110|-3976.791 4300.235|-3976.686 4300.346|-3976.133 4300.946|-3975.903 4301.202|-3975.483 4301.658|-3986.626 4311.932|-3992.638 4317.459|-3994.672 4319.327|-4001.390 4325.498|-4002.718 4326.710|-4006.318 4330.013|-4006.381 4330.068|-4009.017 4332.492|-4009.639 4333.059
224V 3830 BRENTWOOD RD NW,-4011.365 4334.650|-4014.609 4337.630|-4014.994 4337.985|-4018.908 4341.577|-4021.907 4344.324|-4024.256 4346.492|-4029.261 4351.084|-4031.610 4353.230|-4030.771 4354.153|-4029.590 4355.432|-4033.819 4359.324|-4035.007 4358.023|-4035.790 4357.167|-4042.075 4350.295|-4044.640 4347.504|-4051.197 4340.332|-4051.260 4340.265|-4046.472 4335.862|-4046.877 4335.417|-4044.374 4333.126|-4043.969 4333.571|-4040.684 4330.546|-4041.662 4329.479|-4039.160 4327.188|-4038.754 4327.633|-4035.469 4324.609|-4035.874 4324.164|-4033.371 4321.873|-4032.966 4322.318|-4029.681 4319.294|-4025.395 4315.847|-4019.530 4311.132|-4013.924 4305.984|-4014.329 4305.550|-4010.156 4301.714|-4009.268 4302.359|-4003.270 4293.930|-4004.557 4293.018|-4001.949 4290.616|-4001.544 4291.061|-3998.552 4288.315|-3998.957 4287.870|-3996.455 4285.579|-3995.651 4286.469|-3993.903 4284.868|-3993.819 4284.957|-3992.589 4283.822|-3992.170 4283.444|-3988.821 4287.103|-3984.228 4292.106|-3979.643 4297.110|-3976.791 4300.235|-3976.686 4300.346|-3976.133 4300.946|-3975.903 4301.202|-3975.483 4301.658|-3986.626 4311.932|-3992.638 4317.459|-3994.672 4319.327|-4001.390 4325.498|-4002.718 4326.710|-4006.318 4330.013|-4006.381 4330.068|-4009.017 4332.492|-4009.639 4333.059
225V 3830 BRENTWOOD RD NW,-4011.365 4334.650|-4014.609 4337.630|-4014.994 4337.985|-4018.908 4341.577|-4021.907 4344.324|-4024.256 4346.492|-4029.261 4351.084|-4031.610 4353.230|-4030.771 4354.153|-4029.590 4355.432|-4033.819 4359.324|-4035.007 4358.023|-4035.790 4357.167|-4042.075 4350.295|-4044.640 4347.504|-4051.197 4340.332|-4051.260 4340.265|-4046.472 4335.862|-4046.877 4335.417|-4044.374 4333.126|-4043.969 4333.571|-4040.684 4330.546|-4041.662 4329.479|-4039.160 4327.188|-4038.754 4327.633|-4035.469 4324.609|-4035.874 4324.164|-4033.371 4321.873|-4032.966 4322.318|-4029.681 4319.294|-4025.395 4315.847|-4019.530 4311.132|-4013.924 4305.984|-4014.329 4305.550|-4010.156 4301.714|-4009.268 4302.359|-4003.270 4293.930|-4004.557 4293.018|-4001.949 4290.616|-4001.544 4291.061|-3998.552 4288.315|-3998.957 4287.870|-3996.455 4285.579|-3995.651 4286.469|-3993.903 4284.868|-3993.819 4284.957|-3992.589 4283.822|-3992.170 4283.444|-3988.821 4287.103|-3984.228 4292.106|-3979.643 4297.110|-3976.791 4300.235|-3976.686 4300.346|-3976.133 4300.946|-3975.903 4301.202|-3975.483 4301.658|-3986.626 4311.932|-3992.638 4317.459|-3994.672 4319.327|-4001.390 4325.498|-4002.718 4326.710|-4006.318 4330.013|-4006.381 4330.068|-4009.017 4332.492|-4009.639 4333.059
226V 3830 BRENTWOOD RD NW,-4011.365 4334.650|-4014.609 4337.630|-4014.994 4337.985|-4018.908 4341.577|-4021.907 4344.324|-4024.256 4346.492|-4029.261 4351.084|-4031.610 4353.230|-4030.771 4354.153|-4029.590 4355.432|-4033.819 4359.324|-4035.007 4358.023|-4035.790 4357.167|-4042.075 4350.295|-4044.640 4347.504|-4051.197 4340.332|-4051.260 4340.265|-4046.472 4335.862|-4046.877 4335.417|-4044.374 4333.126|-4043.969 4333.571|-4040.684 4330.546|-4041.662 4329.479|-4039.160 4327.188|-4038.754 4327.633|-4035.469 4324.609|-4035.874 4324.164|-4033.371 4321.873|-4032.966 4322.318|-4029.681 4319.294|-4025.395 4315.847|-4019.530 4311.132|-4013.924 4305.984|-4014.329 4305.550|-4010.156 4301.714|-4009.268 4302.359|-4003.270 4293.930|-4004.557 4293.018|-4001.949 4290.616|-4001.544 4291.061|-3998.552 4288.315|-3998.957 4287.870|-3996.455 4285.579|-3995.651 4286.469|-3993.903 4284.868|-3993.819 4284.957|-3992.589 4283.822|-3992.170 4283.444|-3988.821 4287.103|-3984.228 4292.106|-3979.643 4297.110|-3976.791 4300.235|-3976.686 4300.346|-3976.133 4300.946|-3975.903 4301.202|-3975.483 4301.658|-3986.626 4311.932|-3992.638 4317.459|-3994.672 4319.327|-4001.390 4325.498|-4002.718 4326.710|-4006.318 4330.013|-4006.381 4330.068|-4009.017 4332.492|-4009.639 4333.059
227V 3830 BRENTWOOD RD NW,-4011.365 4334.650|-4014.609 4337.630|-4014.994 4337.985|-4018.908 4341.577|-4021.907 4344.324|-4024.256 4346.492|-4029.261 4351.084|-4031.610 4353.230|-4030.771 4354.153|-4029.590 4355.432|-4033.819 4359.324|-4035.007 4358.023|-4035.790 4357.167|-4042.075 4350.295|-4044.640 4347.504|-4051.197 4340.332|-4051.260 4340.265|-4046.472 4335.862|-4046.877 4335.417|-4044.374 4333.126|-4043.969 4333.571|-4040.684 4330.546|-4041.662 4329.479|-4039.160 4327.188|-4038.754 4327.633|-4035.469 4324.609|-4035.874 4324.164|-4033.371 4321.873|-4032.966 4322.318|-4029.681 4319.294|-4025.395 4315.847|-4019.530 4311.132|-4013.924 4305.984|-4014.329 4305.550|-4010.156 4301.714|-4009.268 4302.359|-4003.270 4293.930|-4004.557 4293.018|-4001.949 4290.616|-4001.544 4291.061|-3998.552 4288.315|-3998.957 4287.870|-3996.455 4285.579|-3995.651 4286.469|-3993.903 4284.868|-3993.819 4284.957|-3992.589 4283.822|-3992.170 4283.444|-3988.821 4287.103|-3984.228 4292.106|-3979.643 4297.110|-3976.791 4300.235|-3976.686 4300.346|-3976.133 4300.946|-3975.903 4301.202|-3975.483 4301.658|-3986.626 4311.932|-3992.638 4317.459|-3994.672 4319.327|-4001.390 4325.498|-4002.718 4326.710|-4006.318 4330.013|-4006.381 4330.068|-4009.017 4332.492|-4009.639 4333.059
