ADDRESS,POINTS
402 PINEHILL RD NE,8854.188 2837.421|8854.160 2871.013|8844.415 2871.013|8844.443 2837.410
404 PINEHILL RD NE,8863.898 2837.432|8863.877 2871.013|8854.160 2871.013|8854.188 2837.421
