ADDRESS,POINTS
10934 TRANS CANADA HI NW,-12210.056 4582.303|-12262.442 4582.459|-12270.034 4582.659|-12277.598 4583.215|-12285.133 4584.138|-12292.613 4585.405|-12300.023 4587.029|-12307.349 4588.997|-12314.577 4591.310|-12321.687 4593.956|-12328.663 4596.936|-12335.493 4600.250|-12342.155 4603.875|-12348.642 4607.811|-12354.933 4612.048|-12361.022 4616.573|-12366.887 4621.388|-12372.521 4626.458|-12372.102 4616.006|-12371.710 4610.924|-12370.927 4605.876|-12369.760 4600.917|-12368.215 4596.047|-12366.300 4591.321|-12364.035 4586.751|-12361.420 4582.359|-12358.477 4578.189|-12355.220 4574.264|-12351.676 4570.594|-12347.852 4567.203|-12343.790 4564.111|-12339.498 4561.343|-12335.003 4558.919|-12330.341 4556.839|-12325.531 4555.127|-12315.514 4552.169|-12305.399 4549.545|-12295.207 4547.254|-12284.938 4545.297|-12274.620 4543.685|-12264.246 4542.406|-12253.844 4541.472|-12243.407 4540.894|-12195.089 4538.959|-12130.154 4536.368|-11792.801 4535.345|-11792.857 4581.035|-12105.506 4581.980|-12110.281 4582.003|-12122.039 4582.036|-12136.481 4582.081|-12148.050 4582.114
