ADDRESS,POINTS
1320 JOHN LAURIE BV NW,-1483.868 4690.240|-1473.389 4680.299|-1457.695 4686.392|-1442.169 4692.875|-1426.804 4699.758|-1412.691 4706.519|-1460.177 4703.461|-1472.578 4710.633|-1485.650 4718.194|-1485.182 4710.878|-1484.546 4700.859
