ADDRESS,POINTS
10018R HIDDEN VALLEY DR NW,-2678.512 10831.480|-2679.330 10816.591|-2679.477 10814.045|-2679.547 10811.142|-2679.449 10808.251|-2679.169 10805.371|-2678.722 10802.503|-2677.890 10798.844|-2676.772 10795.264|-2675.373 10791.772|-2673.717 10788.403|-2672.361 10786.068|-2670.872 10783.800|-2669.257 10781.620|-2667.523 10779.541|-2665.314 10777.195|-2662.951 10775.004|-2660.442 10772.980|-2657.799 10771.123|-2655.045 10769.444|-2652.179 10767.954|-2649.222 10766.665|-2646.188 10765.575|-2642.567 10764.563|-2638.876 10763.829|-2635.143 10763.395|-2631.382 10763.251|-2628.258 10763.351|-2625.154 10763.651|-2622.071 10764.152|-2619.023 10764.852|-2615.689 10765.819|-2612.389 10766.920|-2609.139 10768.143|-2605.937 10769.511|-2602.791 10770.990|-2599.709 10772.591|-2596.696 10774.326|-2593.753 10776.172|-2591.012 10778.051|-2588.342 10780.030|-2585.756 10782.109|-2583.246 10784.289|-2578.520 10788.903|-2574.151 10793.863|-2572.103 10796.487|-2570.160 10799.178|-2568.314 10801.947|-2566.581 10804.782|-2564.477 10808.585|-2562.575 10812.488|-2560.841 10816.257|-2558.374 10822.229|-2556.354 10828.367|-2554.767 10834.794|-2553.669 10841.321|-2553.306 10844.701|-2553.068 10848.104|-2552.963 10851.506|-2552.998 10854.909|-2553.152 10858.167|-2553.907 10869.520|-2554.886 10884.131|-2555.864 10898.731|-2556.836 10913.342|-2557.815 10927.953|-2558.185 10933.501|-2558.521 10936.937|-2559.059 10940.351|-2559.814 10943.720|-2560.765 10947.034|-2560.995 10947.734|-2562.596 10951.949|-2564.532 10956.041|-2566.350 10959.254|-2568.370 10962.334|-2570.586 10965.292|-2572.998 10968.083|-2576.430 10971.519|-2579.177 10973.887|-2582.072 10976.067|-2585.105 10978.068|-2588.258 10979.870|-2591.285 10981.349|-2594.403 10982.661|-2597.590 10983.773|-2600.841 10984.707|-2603.987 10985.407|-2607.167 10985.930|-2610.376 10986.263|-2613.599 10986.419|-2627.321 10986.697|-2636.450 10986.886|-2640.044 10986.853|-2643.714 10986.575|-2647.363 10986.085|-2650.970 10985.363|-2654.521 10984.406|-2658.219 10983.161|-2661.819 10981.671|-2665.314 10979.947|-2668.684 10977.990|-2671.871 10975.856|-2674.912 10973.520|-2677.093 10971.630|-2679.246 10969.562|-2681.287 10967.405|-2683.818 10964.391|-2686.132 10961.211|-2688.236 10957.898|-2690.109 10954.439|-2691.745 10950.870|-2693.143 10947.201|-2694.290 10943.442|-2695.177 10939.617|-2695.807 10935.770|-2696.184 10931.900|-2696.303 10928.220|-2696.191 10924.550|-2695.842 10920.881|-2695.275 10917.245|-2694.464 10913.609|-2693.423 10910.028|-2692.158 10906.525|-2690.676 10903.101|-2689.068 10899.943|-2686.383 10894.661|-2684.028 10889.224|-2682.734 10885.743|-2681.574 10882.218|-2680.553 10878.649|-2679.673 10875.046|-2678.946 10871.455|-2678.351 10867.830|-2677.904 10864.194|-2677.596 10860.546|-2677.394 10854.831|-2677.540 10849.116|-2677.694 10846.369
