ADDRESS,POINTS
11011 TRANS CANADA HI SW,-12792.726 3906.293|-12666.380 3824.165|-12679.452 3726.858|-12195.096 3725.446|-12195.068 3946.791|-12195.082 3969.207|-12255.424 3969.552|-12261.394 3969.663|-12267.364 3969.930|-12273.326 3970.364|-12279.275 3970.942|-12285.203 3971.698|-12291.110 3972.599|-12296.989 3973.655|-12302.840 3974.867|-12308.656 3976.235|-12314.437 3977.758|-12320.170 3979.437|-12325.860 3981.261|-12331.501 3983.240|-12337.080 3985.364|-12342.609 3987.644|-12348.069 3990.068|-12352.941 3992.303|-12358.184 3994.827|-12363.329 3997.540|-12368.369 4000.442|-12373.297 4003.533|-12378.107 4006.802|-12382.797 4010.238|-12387.355 4013.852|-12391.780 4017.633|-12784.184 4365.684|-12789.294 4370.121|-12794.494 4374.424|-12799.793 4378.616|-12805.183 4382.686|-12810.670 4386.633|-12816.242 4390.458|-12821.897 4394.161|-12827.636 4397.730|-12833.452 4401.166|-12839.352 4404.469|-12845.315 4407.638|-12851.355 4410.674|-12857.458 4413.565|-12863.630 4416.333|-12869.859 4418.946|-12876.150 4421.426|-12882.491 4423.761|-12888.887 4425.952|-12895.325 4427.998|-12901.812 4429.899|-12908.341 4431.645|-12914.905 4433.246|-12921.504 4434.703|-12928.138 4436.015|-12934.800 4437.171|-12941.483 4438.172|-12948.187 4439.028|-12954.905 4439.729|-12961.644 4440.274|-12968.390 4440.674|-12975.149 4440.919|-12981.902 4441.008|-12997.351 4441.041|-12997.065 3837.419|-12997.065 3819.439|-12997.204 3819.417|-12997.065 3814.113
