ADDRESS,POINTS
1612 46 ST NW,-6385.331 2538.774|-6410.763 2569.052|-6422.856 2558.855|-6397.418 2528.566
1708 HOME RD NW,-6454.439 2801.839|-6490.923 2801.939|-6490.972 2786.727|-6454.481 2786.638
1716 HOME RD NW,-6454.348 2832.239|-6490.825 2832.351|-6490.874 2817.150|-6454.397 2817.039
1720 HOME RD NW,-6454.348 2832.239|-6454.348 2833.663|-6490.685 2876.884|-6490.825 2832.351
