ADDRESS,POINTS
2605 EVERSYDE AV SW,-3546.471 -15570.176|-3546.408 -15605.837|-3545.045 -15605.837|-3545.038 -15607.660|-3541.305 -15607.660|-3541.298 -15613.642|-3544.276 -15613.654|-3544.164 -15681.027|-3523.269 -15682.172|-3502.354 -15682.884|-3501.159 -15682.906|-3501.333 -15579.094|-3502.529 -15578.794|-3523.933 -15573.401|-3529.498 -15572.156|-3535.118 -15571.199|-3540.781 -15570.532
77V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
78V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
79V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
80V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
81V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
82V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
83V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
84V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
85V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
86V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
87V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
88V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
89V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
90V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
91V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
92V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
93V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
94V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
95V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
96V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
97V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
98V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
99V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
100V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
101V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
102V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
103V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
104V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
105V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
106V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
107V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
108V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
109V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
110V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
111V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
112V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
113V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
114V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
115V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
116V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
117V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
118V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
119V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
120V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
121V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
122V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
123V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
124V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
125V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
126V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
127V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
128V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
129V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
130V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
131V 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
311 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
219 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
101 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
103 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
105 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
107 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
109 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
111 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
112 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
117 15 EVERSTONE DR SW,-2398.061 -15647.101|-2398.082 -15597.886|-2398.082 -15552.908|-2398.082 -15551.073|-2398.061 -15545.914|-2397.942 -15537.941|-2431.741 -15537.997|-2459.053 -15538.030|-2459.032 -15560.714|-2456.089 -15560.703|-2456.166 -15584.876|-2456.306 -15629.388|-2439.438 -15646.300|-2438.026 -15644.877|-2421.668 -15661.356|-2407.540 -15647.101
