ADDRESS,POINTS
5001 13 AV NW,-6953.853 2783.091|-6975.160 2804.808|-7103.037 2678.846|-7118.591 2663.701|-7104.239 2635.113
5011 13 AV NW,-6975.160 2804.808|-6996.474 2826.524|-7132.942 2692.289|-7118.591 2663.701|-7103.037 2678.846
