ADDRESS,POINTS
319 4 ST NE,1362.249 776.412|1357.761 783.973|1353.707 790.823|1346.933 794.726|1329.799 794.859|1329.792 784.173|1329.785 776.712
313 4 ST NE,1362.249 776.412|1329.785 776.712|1329.778 769.106|1329.771 761.478|1365.577 761.223|1365.577 767.127|1365.115 768.417
