ADDRESS,POINTS
171 SKYVIEW BA NE,8008.166 12126.934|8008.173 12129.514|8008.243 12177.461|8008.285 12216.791|8008.040 12216.780|8007.082 12216.780|7933.990 12216.680|7922.015 12216.669|7920.987 12216.580|7919.988 12216.313|7919.044 12215.879|7918.198 12215.290|7916.101 12213.544|7915.185 12212.599|7914.500 12211.487|7914.081 12210.242|7913.934 12208.929|7913.927 12184.922|7913.906 12129.558|7913.906 12126.979|7998.183 12126.945
210V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
211V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
212V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
213V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
214V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
215V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
216V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
217V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
218V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
219V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
220V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
221V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
222V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
223V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
224V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
225V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
226V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
227V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
228V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
229V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
230V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
231V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
232V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
233V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
234V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
235V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
236V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
237V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
238V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
239V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
240V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
241V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
242V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
243V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
244V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
245V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
246V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
247V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
248V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
249V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
250V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
251V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
252V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
253V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
254V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
255V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
256V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
257V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
258V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
259V 4641 128 AV NE,7921.728 12979.677|7935.479 12979.666|7935.479 12973.806|8022.503 12973.773|8041.671 12973.773|8041.678 12992.654|8041.685 13025.311|7962.511 13025.334|7960.665 13025.089|7958.939 13024.400|7957.429 13023.310|7956.247 13021.876|7955.723 13020.941|7955.339 13019.952|7955.101 13018.907|7955.017 13017.839|7951.571 13017.839|7932.592 13017.839|7928.034 13017.839|7924.238 13017.839|7923.175 13018.740|7922.036 13019.540|7922.036 13015.348|7922.029 13012.346|7922.029 13010.856|7922.015 12984.025
