ADDRESS,POINTS
2140 PUMPHOUSE AV SW,-2542.163 -261.215|-2625.154 -91.109|-2637.226 -95.946|-2662.057 -105.875|-2686.880 -115.816|-2711.703 -125.746|-2727.865 -132.217|-2688.837 -250.051|-2673.395 -251.819|-2657.932 -253.442|-2642.462 -254.921|-2626.971 -256.266|-2611.473 -257.456|-2595.962 -258.513|-2580.443 -259.424|-2564.917 -260.192
2140 PUMPHOUSE AV SW,-2542.163 -261.215|-2625.154 -91.109|-2637.226 -95.946|-2662.057 -105.875|-2686.880 -115.816|-2711.703 -125.746|-2727.865 -132.217|-2688.837 -250.051|-2673.395 -251.819|-2657.932 -253.442|-2642.462 -254.921|-2626.971 -256.266|-2611.473 -257.456|-2595.962 -258.513|-2580.443 -259.424|-2564.917 -260.192
