ADDRESS,POINTS
10099 HARVEST HILLS BV NW,131.520 10784.767|129.220 10786.691|120.929 10776.772|116.847 10771.891|112.764 10767.009|106.263 10759.237|99.965 10751.698|96.057 10747.027|92.149 10742.357|87.235 10736.486|82.363 10730.648|78.455 10725.978|74.519 10721.264|69.794 10715.615|58.721 10702.372|188.401 10593.712|198.831 10584.972|266.960 10666.356|269.372 10669.236|264.402 10673.405|260.026 10677.075|252.064 10683.746|244.101 10690.418|236.139 10697.090|228.177 10703.762|220.208 10710.433|212.246 10717.116|200.075 10727.313|187.898 10737.520|179.474 10744.581|170.750 10751.887|161.138 10759.948|151.443 10768.077|141.593 10776.327
