ADDRESS,POINTS
1701 36 ST SE,6262.343 -986.606|6262.343 -971.383|6227.999 -971.461|6227.999 -986.684
1705 36 ST SE,6262.343 -1001.828|6262.343 -986.606|6227.999 -986.684|6227.992 -1001.906
1711 36 ST SE,6262.343 -1017.062|6262.343 -1001.828|6227.992 -1001.906|6227.992 -1017.129
