ADDRESS,POINTS
2043 34 AV SW,-2604.441 -2771.029|-2612.026 -2771.040|-2619.617 -2771.051|-2622.637 -2771.051|-2622.456 -2813.716|-2619.561 -2813.705|-2611.970 -2813.694|-2604.378 -2813.683
1537 34 AV SW,-1739.838 -2788.197|-1739.852 -2780.591|-1739.873 -2769.895|-1758.824 -2769.895|-1758.803 -2780.614|-1758.796 -2788.231|-1758.782 -2795.836|-1739.824 -2795.814
1539 34 AV SW,-1758.796 -2788.231|-1758.803 -2780.614|-1758.824 -2769.895|-1777.789 -2769.961|-1777.754 -2780.636|-1777.747 -2788.242|-1777.733 -2795.859|-1758.782 -2795.836
