ADDRESS,POINTS
1172R LAKE HURON CR SE,3109.065 -11321.062|3126.198 -11314.191|3126.058 -11289.105|3125.702 -11222.466|3125.464 -11207.321|3124.905 -11192.187|3124.031 -11177.076|3122.843 -11161.976|3121.333 -11146.909|3119.515 -11131.875|3117.376 -11116.886|3114.930 -11101.942|3114.000 -11097.316|3112.818 -11092.735|3111.392 -11088.231|3109.729 -11083.806|3107.827 -11079.480|3105.702 -11075.255|3103.346 -11071.163|3100.774 -11067.193|3097.999 -11063.379|3095.014 -11059.710|3091.840 -11056.207|3088.485 -11052.894|3084.954 -11049.758|3081.256 -11046.811|3077.412 -11044.076|3073.427 -11041.552|3069.303 -11039.250|3065.067 -11037.171|3060.725 -11035.314|3056.293 -11033.712|3051.778 -11032.334|3047.192 -11031.211|3042.557 -11030.343|3037.881 -11029.721|3033.176 -11029.342|3028.464 -11029.231|3023.746 -11029.376|3019.041 -11029.765|3014.372 -11030.410|3009.737 -11031.311|3005.165 -11032.456|3000.656 -11033.857|2985.885 -11039.128|2971.282 -11044.821|2956.847 -11050.959|2942.600 -11057.519|2926.844 -11064.825|2910.920 -11071.774|2894.834 -11078.346|2878.610 -11084.529|2825.622 -11104.043|2793.074 -11112.461|2689.391 -11122.424|2684.148 -11122.924|2682.981 -11142.839|2682.282 -11154.726|2697.067 -11156.883|2711.838 -11159.163|2726.581 -11161.587|2741.303 -11164.133|2756.004 -11166.813|2770.677 -11169.626|2785.329 -11172.573|2799.953 -11175.642|2814.549 -11178.844|2829.117 -11182.180|2843.650 -11185.638|2858.155 -11189.230|2872.633 -11192.944|2887.068 -11196.791|2901.475 -11200.772|2915.841 -11204.875|2936.113 -11210.824|2956.309 -11217.017|2976.434 -11223.455|2996.476 -11230.127|3016.441 -11237.055|3036.315 -11244.204|3056.105 -11251.610|3075.804 -11259.249|3080.725 -11266.532|3085.437 -11273.949|3089.939 -11281.510|3094.217 -11289.194|3098.271 -11296.989|3102.095 -11304.906|3105.695 -11312.934
