ADDRESS,POINTS
1138R LAKE HURON CR SE,2682.282 -11154.726|2679.381 -11154.303|2674.760 -11169.003|2689.762 -11171.183|2704.735 -11173.496|2719.695 -11175.942|2734.634 -11178.522|2749.544 -11181.224|2764.434 -11184.059|2779.296 -11187.028|2794.130 -11190.119|2808.942 -11193.355|2823.720 -11196.702|2838.470 -11200.193|2853.192 -11203.796|2867.879 -11207.543|2882.538 -11211.413|2897.155 -11215.405|2911.744 -11219.530|2915.841 -11204.875|2901.475 -11200.772|2887.068 -11196.791|2872.633 -11192.944|2858.155 -11189.230|2843.650 -11185.638|2829.117 -11182.180|2814.549 -11178.844|2799.953 -11175.642|2785.329 -11172.573|2770.677 -11169.626|2756.004 -11166.813|2741.303 -11164.133|2726.581 -11161.587|2711.838 -11159.163|2697.067 -11156.883
