ADDRESS,POINTS
102 26 AV SW,526.894 -2013.291|515.549 -2012.779|513.773 -2049.474|515.164 -2050.007|516.492 -2050.697|517.716 -2051.542|518.834 -2052.532|531.424 -2053.110|545.021 -2053.744|546.440 -2053.810|548.893 -2047.706|550.424 -2042.680|551.661 -2037.643|552.514 -2032.628|552.864 -2027.624|552.745 -2022.620|552.081 -2017.639|551.431 -2014.425|530.592 -2013.458
95 25 AV SW,526.894 -2013.291|530.592 -2013.458|551.431 -2014.425|550.522 -2009.343|549.152 -2004.284|547.481 -1999.202|546.013 -1994.143|544.042 -1989.050|542.672 -1983.991|541.008 -1978.909|539.526 -1974.261|532.389 -1973.950|514.570 -1973.138|518.394 -1979.321|518.457 -1979.432|518.687 -1979.799|521.029 -1985.848|523.441 -1995.177|525.356 -2003.984
