ADDRESS,POINTS
100 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
101 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
202 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
203 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
204A 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
204B 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
205 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
206 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
207 4603 VARSITY DR NW,-5643.684 4975.811|-5702.327 4992.568|-5702.467 4906.091|-5702.579 4839.386|-5702.614 4816.079|-5702.711 4757.157|-5643.887 4757.101|-5643.817 4827.354|-5643.747 4906.025
