ADDRESS,POINTS
7251 SIERRA MORENA BV SW,-7163.602 -3686.875|-7230.718 -3686.052|-7230.103 -3688.098|-7229.781 -3690.210|-7229.760 -3692.345|-7230.047 -3694.469|-7230.774 -3696.904|-7231.906 -3699.195|-7233.409 -3701.252|-7235.234 -3703.031|-7237.338 -3704.466|-7239.659 -3705.522|-7242.119 -3706.178|-7244.657 -3706.400|-7292.975 -3706.434|-7294.415 -3706.578|-7295.799 -3706.990|-7297.078 -3707.668|-7298.204 -3708.580|-7299.134 -3709.692|-7299.833 -3710.959|-7300.273 -3712.338|-7300.434 -3713.784|-7301.259 -3754.292|-7301.468 -3760.007|-7301.881 -3765.712|-7302.496 -3771.394|-7303.321 -3777.054|-7299.644 -3781.902|-7277.862 -3783.981|-7276.547 -3770.115|-7267.467 -3758.740|-7250.214 -3747.854|-7201.358 -3787.117
