ADDRESS,POINTS
12 DOUGLAS RANGE RD SE,4165.934 -11745.638|4187.499 -11727.113|4257.369 -11561.911|4250.896 -11551.647|4244.318 -11541.217|4226.989 -11513.741|4220.110 -11502.844|4216.377 -11496.928|4210.680 -11487.899|4200.935 -11472.454|4198.468 -11468.540|4191.862 -11458.066|4182.781 -11443.677|4176.594 -11433.870|4138.049 -11372.779|4131.093 -11360.259|4118.741 -11338.020|4115.281 -11331.793|4079.392 -11267.211|4072.611 -11255.024|4046.117 -11276.140|4031.570 -11287.737|4030.402 -11288.749|4029.333 -11289.861|4028.361 -11291.062|4027.487 -11292.330|4026.732 -11293.686|4026.096 -11295.087|4025.586 -11296.544|4025.195 -11298.034|4024.642 -11299.980|4023.831 -11301.826|4022.783 -11303.538|4021.518 -11305.106|4020.161 -11306.396|4018.651 -11307.508|4017.009 -11308.419|4015.275 -11309.120|4013.031 -11309.676|4010.731 -11309.865|4008.431 -11309.709|4006.180 -11309.187|4003.783 -11308.208|4001.588 -11306.818|4000.176 -11305.584|3998.924 -11304.194|3706.974 -11016.844|3707.044 -10984.953|3707.303 -10865.319|3707.310 -10860.304|3707.345 -10845.193|3707.352 -10840.189|3659.614 -10840.122|3646.513 -10840.100|3635.748 -10840.089|3612.449 -10840.066|3610.848 -10840.066|3601.900 -10840.044|3590.282 -10840.011|3585.885 -10839.989|3577.294 -10860.093|3574.777 -10865.975|3561.348 -10889.448|3559.901 -10891.972|3552.603 -10903.803|3544.180 -10917.458|3542.656 -10920.961|3542.649 -10920.983|3542.572 -10921.150|3531.373 -10946.914|3526.522 -10962.414|3526.235 -10969.153|3525.243 -10992.459|3532.415 -11022.204|3534.190 -11025.362|3546.326 -11040.707|3569.213 -11060.332|3589.136 -11082.649|3607.954 -11105.956|3630.233 -11126.938|3640.544 -11138.213|3665.695 -11154.559|3683.815 -11175.708|3703.961 -11201.394|3724.017 -11224.968|3735.908 -11238.122|3755.062 -11261.273|3776.103 -11282.789|3791.174 -11297.878|3812.803 -11318.527|3834.522 -11337.831|3844.001 -11346.304|3866.056 -11366.763|3884.630 -11389.214|3899.688 -11412.376|3916.045 -11437.450|3930.592 -11463.748|3931.152 -11464.671|3945.825 -11481.728|3964.657 -11504.990|3989.194 -11523.426|4008.403 -11546.366|4023.803 -11572.519|4043.293 -11594.513|4048.648 -11601.707|4066.543 -11625.692|4084.991 -11649.276|4091.982 -11657.727|4104.089 -11672.383|4112.967 -11684.292|4117.154 -11689.907|4121.978 -11696.379|4129.150 -11705.174|4135.176 -11712.569|4137.532 -11715.449|4140.607 -11719.218|4140.915 -11719.607|4142.656 -11722.076|4148.213 -11729.959|4149.905 -11732.361|4154.854 -11739.378|4158.160 -11744.070|4164.067 -11747.239
