ADDRESS,POINTS
40 MCKENZIE TOWNE BV SE,7493.862 -14577.017|7496.204 -14577.928|7498.665 -14578.418|7501.167 -14578.495|7503.656 -14578.140|7518.672 -14574.715|7526.207 -14571.412|7533.673 -14567.965|7541.076 -14564.374|7548.402 -14560.626|7555.658 -14556.746|7562.830 -14552.721|7569.926 -14548.551|7576.937 -14544.247|7574.952 -14541.957|7573.316 -14540.155|7570.093 -14536.809|7566.745 -14533.595|7563.285 -14530.504|7559.699 -14527.546|7556.008 -14524.722|7552.219 -14522.053|7548.325 -14519.529|7544.334 -14517.149|7540.265 -14514.925|7536.106 -14512.857|7531.877 -14510.956|7527.577 -14509.221|7523.208 -14507.642|7518.790 -14506.230|7514.323 -14504.996|7509.808 -14503.928|7504.061 -14502.827|7498.273 -14502.016|7496.707 -14501.838|7491.611 -14501.415|7488.361 -14501.271|7484.383 -14501.204|7480.406 -14501.260|7474.513 -14501.593|7468.648 -14502.216|7462.818 -14503.116|7457.036 -14504.295|7476.218 -14557.368|7477.526 -14560.493|7479.126 -14563.473|7481.007 -14566.286|7483.146 -14568.910|7485.523 -14571.312|7488.116 -14573.481|7490.905 -14575.393
