ADDRESS,POINTS
18545 SHERIFF KING PL SW,1160.553 -18084.816|1105.839 -17942.909|1051.047 -17800.936|684.040 -17943.843|705.850 -18006.335|712.960 -18026.761|719.817 -18047.277|726.423 -18067.870|732.778 -18088.541|740.090 -18113.527|747.031 -18138.623|753.602 -18163.820|759.803 -18189.106|771.155 -18236.931|854.063 -18204.506|918.878 -18179.221|944.310 -18169.302|988.755 -18151.956
18545 SHERIFF KING PL SW,1160.553 -18084.816|1105.839 -17942.909|1051.047 -17800.936|684.040 -17943.843|705.850 -18006.335|712.960 -18026.761|719.817 -18047.277|726.423 -18067.870|732.778 -18088.541|740.090 -18113.527|747.031 -18138.623|753.602 -18163.820|759.803 -18189.106|771.155 -18236.931|854.063 -18204.506|918.878 -18179.221|944.310 -18169.302|988.755 -18151.956
