ADDRESS,POINTS
45 195 MANORA PL NE,8231.693 1850.221|8231.686 1868.502|8196.217 1868.468|8194.811 1866.422|8193.085 1864.632|8191.092 1863.153|8188.883 1862.019|8186.521 1861.252|8184.060 1860.885|8181.578 1860.918|8179.132 1861.363|8152.701 1868.446|8141.418 1868.435|8136.867 1863.865|8136.979 1690.501|8231.805 1690.579|8231.798 1702.855|8231.784 1718.433|8231.770 1738.704|8231.756 1761.899|8231.742 1780.769|8231.728 1799.049|8231.721 1816.107|8231.707 1833.164
46 195 MANORA PL NE,8231.693 1850.221|8231.686 1868.502|8196.217 1868.468|8194.811 1866.422|8193.085 1864.632|8191.092 1863.153|8188.883 1862.019|8186.521 1861.252|8184.060 1860.885|8181.578 1860.918|8179.132 1861.363|8152.701 1868.446|8141.418 1868.435|8136.867 1863.865|8136.979 1690.501|8231.805 1690.579|8231.798 1702.855|8231.784 1718.433|8231.770 1738.704|8231.756 1761.899|8231.742 1780.769|8231.728 1799.049|8231.721 1816.107|8231.707 1833.164
47 195 MANORA PL NE,8231.693 1850.221|8231.686 1868.502|8196.217 1868.468|8194.811 1866.422|8193.085 1864.632|8191.092 1863.153|8188.883 1862.019|8186.521 1861.252|8184.060 1860.885|8181.578 1860.918|8179.132 1861.363|8152.701 1868.446|8141.418 1868.435|8136.867 1863.865|8136.979 1690.501|8231.805 1690.579|8231.798 1702.855|8231.784 1718.433|8231.770 1738.704|8231.756 1761.899|8231.742 1780.769|8231.728 1799.049|8231.721 1816.107|8231.707 1833.164
48 195 MANORA PL NE,8231.693 1850.221|8231.686 1868.502|8196.217 1868.468|8194.811 1866.422|8193.085 1864.632|8191.092 1863.153|8188.883 1862.019|8186.521 1861.252|8184.060 1860.885|8181.578 1860.918|8179.132 1861.363|8152.701 1868.446|8141.418 1868.435|8136.867 1863.865|8136.979 1690.501|8231.805 1690.579|8231.798 1702.855|8231.784 1718.433|8231.770 1738.704|8231.756 1761.899|8231.742 1780.769|8231.728 1799.049|8231.721 1816.107|8231.707 1833.164
49 195 MANORA PL NE,8231.693 1850.221|8231.686 1868.502|8196.217 1868.468|8194.811 1866.422|8193.085 1864.632|8191.092 1863.153|8188.883 1862.019|8186.521 1861.252|8184.060 1860.885|8181.578 1860.918|8179.132 1861.363|8152.701 1868.446|8141.418 1868.435|8136.867 1863.865|8136.979 1690.501|8231.805 1690.579|8231.798 1702.855|8231.784 1718.433|8231.770 1738.704|8231.756 1761.899|8231.742 1780.769|8231.728 1799.049|8231.721 1816.107|8231.707 1833.164
50 195 MANORA PL NE,8231.693 1850.221|8231.686 1868.502|8196.217 1868.468|8194.811 1866.422|8193.085 1864.632|8191.092 1863.153|8188.883 1862.019|8186.521 1861.252|8184.060 1860.885|8181.578 1860.918|8179.132 1861.363|8152.701 1868.446|8141.418 1868.435|8136.867 1863.865|8136.979 1690.501|8231.805 1690.579|8231.798 1702.855|8231.784 1718.433|8231.770 1738.704|8231.756 1761.899|8231.742 1780.769|8231.728 1799.049|8231.721 1816.107|8231.707 1833.164
51 195 MANORA PL NE,8231.693 1850.221|8231.686 1868.502|8196.217 1868.468|8194.811 1866.422|8193.085 1864.632|8191.092 1863.153|8188.883 1862.019|8186.521 1861.252|8184.060 1860.885|8181.578 1860.918|8179.132 1861.363|8152.701 1868.446|8141.418 1868.435|8136.867 1863.865|8136.979 1690.501|8231.805 1690.579|8231.798 1702.855|8231.784 1718.433|8231.770 1738.704|8231.756 1761.899|8231.742 1780.769|8231.728 1799.049|8231.721 1816.107|8231.707 1833.164
52 195 MANORA PL NE,8231.693 1850.221|8231.686 1868.502|8196.217 1868.468|8194.811 1866.422|8193.085 1864.632|8191.092 1863.153|8188.883 1862.019|8186.521 1861.252|8184.060 1860.885|8181.578 1860.918|8179.132 1861.363|8152.701 1868.446|8141.418 1868.435|8136.867 1863.865|8136.979 1690.501|8231.805 1690.579|8231.798 1702.855|8231.784 1718.433|8231.770 1738.704|8231.756 1761.899|8231.742 1780.769|8231.728 1799.049|8231.721 1816.107|8231.707 1833.164
53 195 MANORA PL NE,8231.693 1850.221|8231.686 1868.502|8196.217 1868.468|8194.811 1866.422|8193.085 1864.632|8191.092 1863.153|8188.883 1862.019|8186.521 1861.252|8184.060 1860.885|8181.578 1860.918|8179.132 1861.363|8152.701 1868.446|8141.418 1868.435|8136.867 1863.865|8136.979 1690.501|8231.805 1690.579|8231.798 1702.855|8231.784 1718.433|8231.770 1738.704|8231.756 1761.899|8231.742 1780.769|8231.728 1799.049|8231.721 1816.107|8231.707 1833.164
54 195 MANORA PL NE,8231.693 1850.221|8231.686 1868.502|8196.217 1868.468|8194.811 1866.422|8193.085 1864.632|8191.092 1863.153|8188.883 1862.019|8186.521 1861.252|8184.060 1860.885|8181.578 1860.918|8179.132 1861.363|8152.701 1868.446|8141.418 1868.435|8136.867 1863.865|8136.979 1690.501|8231.805 1690.579|8231.798 1702.855|8231.784 1718.433|8231.770 1738.704|8231.756 1761.899|8231.742 1780.769|8231.728 1799.049|8231.721 1816.107|8231.707 1833.164
55 195 MANORA PL NE,8231.693 1850.221|8231.686 1868.502|8196.217 1868.468|8194.811 1866.422|8193.085 1864.632|8191.092 1863.153|8188.883 1862.019|8186.521 1861.252|8184.060 1860.885|8181.578 1860.918|8179.132 1861.363|8152.701 1868.446|8141.418 1868.435|8136.867 1863.865|8136.979 1690.501|8231.805 1690.579|8231.798 1702.855|8231.784 1718.433|8231.770 1738.704|8231.756 1761.899|8231.742 1780.769|8231.728 1799.049|8231.721 1816.107|8231.707 1833.164
56 195 MANORA PL NE,8231.693 1850.221|8231.686 1868.502|8196.217 1868.468|8194.811 1866.422|8193.085 1864.632|8191.092 1863.153|8188.883 1862.019|8186.521 1861.252|8184.060 1860.885|8181.578 1860.918|8179.132 1861.363|8152.701 1868.446|8141.418 1868.435|8136.867 1863.865|8136.979 1690.501|8231.805 1690.579|8231.798 1702.855|8231.784 1718.433|8231.770 1738.704|8231.756 1761.899|8231.742 1780.769|8231.728 1799.049|8231.721 1816.107|8231.707 1833.164
57 195 MANORA PL NE,8231.693 1850.221|8231.686 1868.502|8196.217 1868.468|8194.811 1866.422|8193.085 1864.632|8191.092 1863.153|8188.883 1862.019|8186.521 1861.252|8184.060 1860.885|8181.578 1860.918|8179.132 1861.363|8152.701 1868.446|8141.418 1868.435|8136.867 1863.865|8136.979 1690.501|8231.805 1690.579|8231.798 1702.855|8231.784 1718.433|8231.770 1738.704|8231.756 1761.899|8231.742 1780.769|8231.728 1799.049|8231.721 1816.107|8231.707 1833.164
58 195 MANORA PL NE,8231.693 1850.221|8231.686 1868.502|8196.217 1868.468|8194.811 1866.422|8193.085 1864.632|8191.092 1863.153|8188.883 1862.019|8186.521 1861.252|8184.060 1860.885|8181.578 1860.918|8179.132 1861.363|8152.701 1868.446|8141.418 1868.435|8136.867 1863.865|8136.979 1690.501|8231.805 1690.579|8231.798 1702.855|8231.784 1718.433|8231.770 1738.704|8231.756 1761.899|8231.742 1780.769|8231.728 1799.049|8231.721 1816.107|8231.707 1833.164
59 195 MANORA PL NE,8231.693 1850.221|8231.686 1868.502|8196.217 1868.468|8194.811 1866.422|8193.085 1864.632|8191.092 1863.153|8188.883 1862.019|8186.521 1861.252|8184.060 1860.885|8181.578 1860.918|8179.132 1861.363|8152.701 1868.446|8141.418 1868.435|8136.867 1863.865|8136.979 1690.501|8231.805 1690.579|8231.798 1702.855|8231.784 1718.433|8231.770 1738.704|8231.756 1761.899|8231.742 1780.769|8231.728 1799.049|8231.721 1816.107|8231.707 1833.164
60 195 MANORA PL NE,8231.693 1850.221|8231.686 1868.502|8196.217 1868.468|8194.811 1866.422|8193.085 1864.632|8191.092 1863.153|8188.883 1862.019|8186.521 1861.252|8184.060 1860.885|8181.578 1860.918|8179.132 1861.363|8152.701 1868.446|8141.418 1868.435|8136.867 1863.865|8136.979 1690.501|8231.805 1690.579|8231.798 1702.855|8231.784 1718.433|8231.770 1738.704|8231.756 1761.899|8231.742 1780.769|8231.728 1799.049|8231.721 1816.107|8231.707 1833.164
1 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
2 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
3 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
4 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
5 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
6 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
7 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
8 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
9 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
10 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
11 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
12 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
13 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
14 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
15 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
16 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
17 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
18 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
19 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
20 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
21 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
22 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
23 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
24 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
25 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
26 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
27 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
28 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
29 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
30 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
31 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
32 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
33 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
34 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
35 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
36 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
37 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
38 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
39 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
40 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
41 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
42 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
43 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
44 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
45 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
46 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
47 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
48 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
49 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
50 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
51 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
52 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
53 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
54 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
55 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
56 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
57 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
58 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
59 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
60 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
61 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
62 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
63 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
64 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
65 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
66 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
67 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
68 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
69 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
70 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
71 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
72 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
73 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
74 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
75 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
76 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
77 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
78 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
79 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
80 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
81 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
82 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
83 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
84 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
85 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
86 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
87 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
88 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
89 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
90 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
91 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
92 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
93 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
94 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
95 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
96 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
97 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
98 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
99 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
100 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
101 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
102 6103 MADIGAN DR NE,8920.884 819.989|8925.435 819.989|8925.519 614.379|8933.118 612.099|8933.132 606.762|9048.405 606.806|9048.328 845.898|9043.777 850.468|8920.870 850.446
