ADDRESS,POINTS
105 3003 37 ST SW,-4885.455 -2133.515|-4890.621 -2133.493|-4921.896 -2133.370|-4921.896 -2173.145|-4885.476 -2173.300
110 3003 37 ST SW,-4885.455 -2133.515|-4890.621 -2133.493|-4921.896 -2133.370|-4921.896 -2173.145|-4885.476 -2173.300
115 3003 37 ST SW,-4885.455 -2133.515|-4890.621 -2133.493|-4921.896 -2133.370|-4921.896 -2173.145|-4885.476 -2173.300
120 3003 37 ST SW,-4885.455 -2133.515|-4890.621 -2133.493|-4921.896 -2133.370|-4921.896 -2173.145|-4885.476 -2173.300
125 3003 37 ST SW,-4885.455 -2133.515|-4890.621 -2133.493|-4921.896 -2133.370|-4921.896 -2173.145|-4885.476 -2173.300
130 3003 37 ST SW,-4885.455 -2133.515|-4890.621 -2133.493|-4921.896 -2133.370|-4921.896 -2173.145|-4885.476 -2173.300
