ADDRESS,POINTS
1323R SOUTHDALE CR SW,-1411.866 -10719.876|-1412.054 -10719.798|-1422.603 -10709.123|-1428.531 -10715.083|-1438.800 -10725.380|-1432.851 -10731.385|-1426.644 -10737.111|-1420.191 -10742.571|-1413.508 -10747.730|-1406.602 -10752.601|-1399.486 -10757.160|-1392.187 -10761.396|-1384.701 -10765.310|-1379.353 -10752.701|-1374.243 -10740.636|-1372.558 -10736.666
