ADDRESS,POINTS
235 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
233 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
231 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
229 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
227 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
225 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
223 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
221 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
219 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
217 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
215 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
213 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
211 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
209 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
207 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
205 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
201 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
202 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
204 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
208 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
210 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
212 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
214 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
216 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
218 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
220 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
222 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
224 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
226 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
228 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
230 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
234 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
236 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
238 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
240 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
242 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
341 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
339 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
337 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
335 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
333 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
331 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
329 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
327 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
325 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
323 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
321 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
319 11 MILLRISE DR SW,-6.829 -14701.444|-15.881 -14658.456|-24.445 -14617.825|-24.815 -14616.402|-25.319 -14615.034|-25.962 -14613.711|-26.731 -14612.454|-27.611 -14611.287|-28.611 -14610.208|-29.702 -14609.241|-30.890 -14608.374|-32.155 -14607.640|-33.483 -14607.028|-34.868 -14606.550|-36.287 -14606.205|-37.741 -14606.005|-39.202 -14605.950|-40.663 -14606.038|-42.110 -14606.272|-88.359 -14616.124|-82.955 -14641.788|-98.579 -14645.112|-96.118 -14656.777|-94.629 -14664.116|-83.277 -14717.734
