ADDRESS,POINTS
1819 33 ST SE,5837.154 -1240.664|5837.147 -1274.145|5913.987 -1274.023|5913.987 -1240.542
3111 17 AV SE,5718.106 -1202.702|5718.120 -1164.718|5639.163 -1164.829|5639.142 -1202.836
3301 17 AV SE,5913.987 -1240.542|5913.987 -1164.462|5837.154 -1164.562|5837.154 -1240.664
