ADDRESS,POINTS
720 STONEY TR SW,376.774 -17168.692|363.037 -17129.930|306.764 -17135.912|240.578 -17142.951|234.846 -17143.551|228.743 -17144.207|91.436 -17158.796|91.478 -17140.616|51.779 -17140.427|51.661 -17203.174
17620 6 ST SW,91.625 -17074.177|81.685 -17074.143|55.904 -17074.043|51.933 -17074.032|51.926 -17077.034|51.772 -17141.238|91.478 -17140.616
850 STONEY TR SW,-1348.238 -16912.010|-1399.541 -16912.021|-1565.782 -16912.043|-1565.782 -16913.700|-1565.705 -16988.368|-1564.279 -17032.745|-1563.217 -17056.007|-1552.388 -17064.214|-1550.927 -17064.547|-1543.790 -17066.182|-1531.305 -17069.039|-1494.004 -17069.985|-1407.406 -17054.907|-1200.767 -17078.346|-1185.346 -17080.103|-888.202 -17137.825|-767.071 -17161.353|-754.146 -17163.889|-593.449 -17175.809|-454.317 -17219.786|-252.467 -17244.750|-92.120 -17239.457|-66.395 -17161.776|-27.325 -17129.318|-27.199 -17062.368|-27.178 -17050.370|-26.947 -16933.404|-27.031 -16922.718|-27.311 -16912.032|-95.678 -16912.021|-99.439 -16939.086|-100.068 -16948.159|-100.676 -16953.808|-101.710 -16959.390|-102.899 -16964.005|-112.776 -17035.136|-130.455 -17050.959|-131.322 -17051.738|-146.883 -17065.637|-161.025 -17078.291|-161.689 -17078.491|-176.753 -17083.484|-190.245 -17087.954|-202.464 -17092.001|-213.985 -17095.815|-225.526 -17099.640|-237.179 -17103.499|-245.414 -17106.234|-249.161 -17106.090|-261.492 -17105.556|-273.669 -17105.033|-285.847 -17104.511|-296.766 -17104.044|-307.685 -17103.577|-318.597 -17103.110|-329.516 -17102.643|-340.435 -17102.176|-351.354 -17101.709|-362.267 -17101.242|-373.186 -17100.763|-384.105 -17100.296|-395.024 -17099.829|-405.936 -17099.362|-416.855 -17098.895|-427.774 -17098.428|-438.693 -17097.961|-449.613 -17097.494|-463.600 -17096.894|-482.132 -17096.093|-507.543 -17095.015|-508.752 -17094.959|-509.926 -17094.903|-532.387 -17093.936|-534.736 -17094.003|-552.414 -17094.470|-566.060 -17094.814|-576.979 -17095.104|-587.905 -17095.393|-598.831 -17095.671|-609.750 -17095.960|-620.676 -17096.238|-631.603 -17096.527|-647.289 -17096.938|-666.164 -17097.428|-690.623 -17098.061|-695.565 -17097.416|-730.749 -17092.857|-747.645 -17090.656|-761.828 -17088.821|-766.980 -17088.143|-772.670 -17087.409|-784.100 -17085.930|-794.935 -17084.518|-806.365 -17083.039|-817.200 -17081.627|-828.629 -17080.148|-839.590 -17078.725|-851.243 -17077.212|-862.079 -17075.811|-869.510 -17074.844|-873.934 -17073.954|-884.875 -17071.742|-888.146 -17071.074|-895.808 -17069.529|-906.720 -17067.327|-917.436 -17065.170|-928.146 -17063.002|-938.862 -17060.833|-954.360 -17057.709|-972.766 -17053.995|-997.897 -17048.913|-1000.085 -17048.468|-1005.397 -17047.401|-1030.717 -17042.286|-1048.990 -17038.594|-1060.287 -17036.315|-1071.590 -17034.024|-1082.887 -17031.745|-1094.183 -17029.465|-1105.480 -17027.186|-1116.777 -17024.906|-1128.073 -17022.616|-1139.377 -17020.336|-1147.744 -17018.657|-1150.667 -17018.045|-1156.294 -17016.756|-1161.879 -17015.321|-1168.632 -17013.398|-1175.315 -17011.251|-1181.285 -17009.161|-1187.192 -17006.882|-1193.029 -17004.457|-1198.803 -17001.867|-1204.500 -16999.120|-1210.121 -16996.207|-1215.657 -16993.138|-1221.110 -16989.924|-1226.471 -16986.555|-1231.735 -16983.041|-1236.908 -16979.383|-1241.969 -16975.580|-1246.932 -16971.644|-1251.784 -16967.552|-1256.516 -16963.349|-1261.130 -16959.001|-1265.709 -16954.453|-1270.155 -16949.783|-1273.895 -16945.658|-1277.537 -16941.443|-1281.067 -16937.129|-1284.492 -16932.737|-1287.030 -16929.323|-1288.645 -16927.010|-1299.312 -16912.021|-1313.566 -16912.010|-1331.300 -16912.010
850 STONEY TR SW,-1348.238 -16912.010|-1399.541 -16912.021|-1565.782 -16912.043|-1565.782 -16913.700|-1565.705 -16988.368|-1564.279 -17032.745|-1563.217 -17056.007|-1552.388 -17064.214|-1550.927 -17064.547|-1543.790 -17066.182|-1531.305 -17069.039|-1494.004 -17069.985|-1407.406 -17054.907|-1200.767 -17078.346|-1185.346 -17080.103|-888.202 -17137.825|-767.071 -17161.353|-754.146 -17163.889|-593.449 -17175.809|-454.317 -17219.786|-252.467 -17244.750|-92.120 -17239.457|-66.395 -17161.776|-27.325 -17129.318|-27.199 -17062.368|-27.178 -17050.370|-26.947 -16933.404|-27.031 -16922.718|-27.311 -16912.032|-95.678 -16912.021|-99.439 -16939.086|-100.068 -16948.159|-100.676 -16953.808|-101.710 -16959.390|-102.899 -16964.005|-112.776 -17035.136|-130.455 -17050.959|-131.322 -17051.738|-146.883 -17065.637|-161.025 -17078.291|-161.689 -17078.491|-176.753 -17083.484|-190.245 -17087.954|-202.464 -17092.001|-213.985 -17095.815|-225.526 -17099.640|-237.179 -17103.499|-245.414 -17106.234|-249.161 -17106.090|-261.492 -17105.556|-273.669 -17105.033|-285.847 -17104.511|-296.766 -17104.044|-307.685 -17103.577|-318.597 -17103.110|-329.516 -17102.643|-340.435 -17102.176|-351.354 -17101.709|-362.267 -17101.242|-373.186 -17100.763|-384.105 -17100.296|-395.024 -17099.829|-405.936 -17099.362|-416.855 -17098.895|-427.774 -17098.428|-438.693 -17097.961|-449.613 -17097.494|-463.600 -17096.894|-482.132 -17096.093|-507.543 -17095.015|-508.752 -17094.959|-509.926 -17094.903|-532.387 -17093.936|-534.736 -17094.003|-552.414 -17094.470|-566.060 -17094.814|-576.979 -17095.104|-587.905 -17095.393|-598.831 -17095.671|-609.750 -17095.960|-620.676 -17096.238|-631.603 -17096.527|-647.289 -17096.938|-666.164 -17097.428|-690.623 -17098.061|-695.565 -17097.416|-730.749 -17092.857|-747.645 -17090.656|-761.828 -17088.821|-766.980 -17088.143|-772.670 -17087.409|-784.100 -17085.930|-794.935 -17084.518|-806.365 -17083.039|-817.200 -17081.627|-828.629 -17080.148|-839.590 -17078.725|-851.243 -17077.212|-862.079 -17075.811|-869.510 -17074.844|-873.934 -17073.954|-884.875 -17071.742|-888.146 -17071.074|-895.808 -17069.529|-906.720 -17067.327|-917.436 -17065.170|-928.146 -17063.002|-938.862 -17060.833|-954.360 -17057.709|-972.766 -17053.995|-997.897 -17048.913|-1000.085 -17048.468|-1005.397 -17047.401|-1030.717 -17042.286|-1048.990 -17038.594|-1060.287 -17036.315|-1071.590 -17034.024|-1082.887 -17031.745|-1094.183 -17029.465|-1105.480 -17027.186|-1116.777 -17024.906|-1128.073 -17022.616|-1139.377 -17020.336|-1147.744 -17018.657|-1150.667 -17018.045|-1156.294 -17016.756|-1161.879 -17015.321|-1168.632 -17013.398|-1175.315 -17011.251|-1181.285 -17009.161|-1187.192 -17006.882|-1193.029 -17004.457|-1198.803 -17001.867|-1204.500 -16999.120|-1210.121 -16996.207|-1215.657 -16993.138|-1221.110 -16989.924|-1226.471 -16986.555|-1231.735 -16983.041|-1236.908 -16979.383|-1241.969 -16975.580|-1246.932 -16971.644|-1251.784 -16967.552|-1256.516 -16963.349|-1261.130 -16959.001|-1265.709 -16954.453|-1270.155 -16949.783|-1273.895 -16945.658|-1277.537 -16941.443|-1281.067 -16937.129|-1284.492 -16932.737|-1287.030 -16929.323|-1288.645 -16927.010|-1299.312 -16912.021|-1313.566 -16912.010|-1331.300 -16912.010
850 STONEY TR SW,-1348.238 -16912.010|-1399.541 -16912.021|-1565.782 -16912.043|-1565.782 -16913.700|-1565.705 -16988.368|-1564.279 -17032.745|-1563.217 -17056.007|-1552.388 -17064.214|-1550.927 -17064.547|-1543.790 -17066.182|-1531.305 -17069.039|-1494.004 -17069.985|-1407.406 -17054.907|-1200.767 -17078.346|-1185.346 -17080.103|-888.202 -17137.825|-767.071 -17161.353|-754.146 -17163.889|-593.449 -17175.809|-454.317 -17219.786|-252.467 -17244.750|-92.120 -17239.457|-66.395 -17161.776|-27.325 -17129.318|-27.199 -17062.368|-27.178 -17050.370|-26.947 -16933.404|-27.031 -16922.718|-27.311 -16912.032|-95.678 -16912.021|-99.439 -16939.086|-100.068 -16948.159|-100.676 -16953.808|-101.710 -16959.390|-102.899 -16964.005|-112.776 -17035.136|-130.455 -17050.959|-131.322 -17051.738|-146.883 -17065.637|-161.025 -17078.291|-161.689 -17078.491|-176.753 -17083.484|-190.245 -17087.954|-202.464 -17092.001|-213.985 -17095.815|-225.526 -17099.640|-237.179 -17103.499|-245.414 -17106.234|-249.161 -17106.090|-261.492 -17105.556|-273.669 -17105.033|-285.847 -17104.511|-296.766 -17104.044|-307.685 -17103.577|-318.597 -17103.110|-329.516 -17102.643|-340.435 -17102.176|-351.354 -17101.709|-362.267 -17101.242|-373.186 -17100.763|-384.105 -17100.296|-395.024 -17099.829|-405.936 -17099.362|-416.855 -17098.895|-427.774 -17098.428|-438.693 -17097.961|-449.613 -17097.494|-463.600 -17096.894|-482.132 -17096.093|-507.543 -17095.015|-508.752 -17094.959|-509.926 -17094.903|-532.387 -17093.936|-534.736 -17094.003|-552.414 -17094.470|-566.060 -17094.814|-576.979 -17095.104|-587.905 -17095.393|-598.831 -17095.671|-609.750 -17095.960|-620.676 -17096.238|-631.603 -17096.527|-647.289 -17096.938|-666.164 -17097.428|-690.623 -17098.061|-695.565 -17097.416|-730.749 -17092.857|-747.645 -17090.656|-761.828 -17088.821|-766.980 -17088.143|-772.670 -17087.409|-784.100 -17085.930|-794.935 -17084.518|-806.365 -17083.039|-817.200 -17081.627|-828.629 -17080.148|-839.590 -17078.725|-851.243 -17077.212|-862.079 -17075.811|-869.510 -17074.844|-873.934 -17073.954|-884.875 -17071.742|-888.146 -17071.074|-895.808 -17069.529|-906.720 -17067.327|-917.436 -17065.170|-928.146 -17063.002|-938.862 -17060.833|-954.360 -17057.709|-972.766 -17053.995|-997.897 -17048.913|-1000.085 -17048.468|-1005.397 -17047.401|-1030.717 -17042.286|-1048.990 -17038.594|-1060.287 -17036.315|-1071.590 -17034.024|-1082.887 -17031.745|-1094.183 -17029.465|-1105.480 -17027.186|-1116.777 -17024.906|-1128.073 -17022.616|-1139.377 -17020.336|-1147.744 -17018.657|-1150.667 -17018.045|-1156.294 -17016.756|-1161.879 -17015.321|-1168.632 -17013.398|-1175.315 -17011.251|-1181.285 -17009.161|-1187.192 -17006.882|-1193.029 -17004.457|-1198.803 -17001.867|-1204.500 -16999.120|-1210.121 -16996.207|-1215.657 -16993.138|-1221.110 -16989.924|-1226.471 -16986.555|-1231.735 -16983.041|-1236.908 -16979.383|-1241.969 -16975.580|-1246.932 -16971.644|-1251.784 -16967.552|-1256.516 -16963.349|-1261.130 -16959.001|-1265.709 -16954.453|-1270.155 -16949.783|-1273.895 -16945.658|-1277.537 -16941.443|-1281.067 -16937.129|-1284.492 -16932.737|-1287.030 -16929.323|-1288.645 -16927.010|-1299.312 -16912.021|-1313.566 -16912.010|-1331.300 -16912.010
