ADDRESS,POINTS
1221 2 ST SW,209.394 -770.254|211.344 -727.644|203.759 -727.299|196.175 -726.955|188.590 -726.610|180.998 -726.265|173.414 -725.920|165.829 -725.576|158.244 -725.231|150.653 -724.886|143.068 -724.542|135.483 -724.197|127.892 -723.841|120.307 -723.496|112.722 -723.152|105.138 -722.807|97.546 -722.462|89.961 -722.118|82.377 -721.773|74.792 -721.428|67.200 -721.084|59.616 -720.739|52.031 -720.394|44.446 -720.049|36.855 -719.705|29.270 -719.360|21.685 -719.015|14.101 -718.671|2.720 -718.159|2.720 -760.858|2.720 -803.568|10.256 -803.913|17.841 -804.257|25.425 -804.602|33.010 -804.947|40.595 -805.291|48.172 -805.636|55.757 -805.981|63.342 -806.326|70.926 -806.670|78.511 -807.015|86.096 -807.360|93.680 -807.704|101.265 -808.049|108.850 -808.394|116.427 -808.738|124.012 -809.083|131.597 -809.428|139.188 -809.773|146.766 -810.117|154.351 -810.462|161.935 -810.807|169.520 -811.151|177.105 -811.496|184.689 -811.841|192.274 -812.186|199.859 -812.530|207.443 -812.875
340 13 AV SW,209.394 -770.254|211.344 -727.644|203.759 -727.299|196.175 -726.955|188.590 -726.610|180.998 -726.265|173.414 -725.920|165.829 -725.576|158.244 -725.231|150.653 -724.886|143.068 -724.542|135.483 -724.197|127.892 -723.841|120.307 -723.496|112.722 -723.152|105.138 -722.807|97.546 -722.462|89.961 -722.118|82.377 -721.773|74.792 -721.428|67.200 -721.084|59.616 -720.739|52.031 -720.394|44.446 -720.049|36.855 -719.705|29.270 -719.360|21.685 -719.015|14.101 -718.671|2.720 -718.159|2.720 -760.858|2.720 -803.568|10.256 -803.913|17.841 -804.257|25.425 -804.602|33.010 -804.947|40.595 -805.291|48.172 -805.636|55.757 -805.981|63.342 -806.326|70.926 -806.670|78.511 -807.015|86.096 -807.360|93.680 -807.704|101.265 -808.049|108.850 -808.394|116.427 -808.738|124.012 -809.083|131.597 -809.428|139.188 -809.773|146.766 -810.117|154.351 -810.462|161.935 -810.807|169.520 -811.151|177.105 -811.496|184.689 -811.841|192.274 -812.186|199.859 -812.530|207.443 -812.875
