ADDRESS,POINTS
8659 SCENIC BOW RD NW,-9842.332 5750.850|-9765.087 5784.064|-9764.906 5866.949|-9788.408 5881.538|-9791.658 5883.550|-9791.672 5883.562|-9796.244 5886.219|-9800.962 5888.599|-9805.814 5890.689|-9810.777 5892.502|-9815.845 5894.014|-9820.990 5895.226|-9826.198 5896.127|-9831.448 5896.727|-9831.469 5896.727|-9847.379 5898.061|-9848.449 5898.072|-9849.504 5897.939|-9850.532 5897.650|-9851.504 5897.216|-9851.511 5897.216|-9853.035 5896.138|-9854.251 5894.726|-9855.076 5893.046|-9855.460 5891.223|-9855.460 5891.178|-9856.348 5881.960|-9857.466 5872.753|-9858.816 5863.591|-9860.396 5854.462|-9862.199 5845.366|-9864.233 5836.326|-9866.491 5827.341|-9868.973 5818.412|-9868.980 5818.379|-9868.987 5818.368|-9869.679 5815.455|-9870.077 5812.497|-9870.182 5809.517|-9869.986 5806.537|-9869.497 5803.590|-9868.714 5800.699|-9867.652 5797.908|-9866.316 5795.239|-9866.316 5795.228|-9866.309 5795.217|-9865.191 5792.726|-9864.541 5790.080|-9864.387 5787.356|-9864.723 5784.654|-9865.547 5782.052|-9866.827 5779.639|-9868.518 5777.504|-9870.574 5775.714|-9870.581 5775.702|-9870.588 5775.702|-9871.951 5774.813|-9873.398 5774.090|-9874.915 5773.523|-9876.481 5773.123|-9878.088 5772.889|-9879.703 5772.834|-9881.318 5772.956|-9882.912 5773.256|-9882.919 5773.256|-9882.926 5773.256|-9884.380 5773.701|-9885.778 5774.301|-9887.113 5775.035|-9888.371 5775.891|-9888.371 5775.903|-9888.378 5775.903|-9889.944 5777.270|-9891.307 5778.849|-9892.440 5780.595|-9893.321 5782.485|-9893.321 5782.496|-9893.831 5784.009|-9894.180 5785.565|-9894.362 5787.156|-9894.369 5788.746|-9894.369 5788.757|-9894.006 5791.070|-9893.293 5793.294|-9893.272 5793.338|-9888.868 5805.314|-9884.890 5817.434|-9881.353 5829.688|-9878.263 5842.064|-9875.614 5854.540|-9873.412 5867.094|-9871.671 5879.736|-9870.378 5892.424|-9870.371 5892.468|-9870.455 5894.370|-9871.014 5896.182|-9872.007 5897.806|-9873.377 5899.118|-9874.251 5899.674|-9875.194 5900.107|-9876.180 5900.408|-9877.201 5900.563|-9877.208 5900.563|-9996.640 5910.571|-9996.647 5910.571|-9997.716 5910.582|-9998.772 5910.448|-9999.800 5910.159|-10000.771 5909.726|-10001.680 5909.159|-10002.491 5908.469|-10003.197 5907.669|-10003.784 5906.779|-10003.791 5906.779|-10010.264 5895.259|-10010.271 5895.237|-10012.173 5891.690|-10013.927 5888.065|-10015.535 5884.384|-10016.996 5880.626|-10018.296 5876.823|-10019.450 5872.965|-10020.449 5869.073|-10021.288 5865.137|-10021.288 5865.114|-10027.300 5833.802|-10027.307 5833.791|-10027.734 5830.666|-10027.831 5827.530|-10027.608 5824.384|-10027.048 5821.292|-10026.175 5818.268|-10024.979 5815.355|-10023.497 5812.586|-10021.722 5809.984|-10021.715 5809.973|-10021.708 5809.962|-10020.925 5808.816|-10020.240 5807.593|-10019.681 5806.314|-10019.240 5804.991|-10018.919 5803.635|-10018.730 5802.256|-10018.674 5800.866|-10018.744 5799.476|-10018.940 5798.097|-10019.268 5796.741|-10019.715 5795.417|-10020.289 5794.150|-10020.974 5792.938|-10021.778 5791.792|-10022.672 5790.725|-10023.672 5789.746|-10023.679 5789.735|-10025.112 5788.590|-10026.671 5787.634|-10028.335 5786.878|-10030.082 5786.322|-10030.089 5786.322|-10031.725 5786.021|-10033.389 5785.899|-10035.053 5785.966|-10036.702 5786.222|-10036.709 5786.222|-10038.198 5786.611|-10039.631 5787.156|-10041.008 5787.845|-10042.302 5788.679|-10042.309 5788.679|-10042.316 5788.679|-10043.958 5790.047|-10045.391 5791.626|-10046.587 5793.394|-10047.517 5795.317|-10048.167 5797.341|-10048.523 5799.454|-10048.572 5801.578|-10048.320 5803.701|-10054.346 5772.311|-9905.917 5757.289
8659 SCENIC BOW RD NW,-9842.332 5750.850|-9765.087 5784.064|-9764.906 5866.949|-9788.408 5881.538|-9791.658 5883.550|-9791.672 5883.562|-9796.244 5886.219|-9800.962 5888.599|-9805.814 5890.689|-9810.777 5892.502|-9815.845 5894.014|-9820.990 5895.226|-9826.198 5896.127|-9831.448 5896.727|-9831.469 5896.727|-9847.379 5898.061|-9848.449 5898.072|-9849.504 5897.939|-9850.532 5897.650|-9851.504 5897.216|-9851.511 5897.216|-9853.035 5896.138|-9854.251 5894.726|-9855.076 5893.046|-9855.460 5891.223|-9855.460 5891.178|-9856.348 5881.960|-9857.466 5872.753|-9858.816 5863.591|-9860.396 5854.462|-9862.199 5845.366|-9864.233 5836.326|-9866.491 5827.341|-9868.973 5818.412|-9868.980 5818.379|-9868.987 5818.368|-9869.679 5815.455|-9870.077 5812.497|-9870.182 5809.517|-9869.986 5806.537|-9869.497 5803.590|-9868.714 5800.699|-9867.652 5797.908|-9866.316 5795.239|-9866.316 5795.228|-9866.309 5795.217|-9865.191 5792.726|-9864.541 5790.080|-9864.387 5787.356|-9864.723 5784.654|-9865.547 5782.052|-9866.827 5779.639|-9868.518 5777.504|-9870.574 5775.714|-9870.581 5775.702|-9870.588 5775.702|-9871.951 5774.813|-9873.398 5774.090|-9874.915 5773.523|-9876.481 5773.123|-9878.088 5772.889|-9879.703 5772.834|-9881.318 5772.956|-9882.912 5773.256|-9882.919 5773.256|-9882.926 5773.256|-9884.380 5773.701|-9885.778 5774.301|-9887.113 5775.035|-9888.371 5775.891|-9888.371 5775.903|-9888.378 5775.903|-9889.944 5777.270|-9891.307 5778.849|-9892.440 5780.595|-9893.321 5782.485|-9893.321 5782.496|-9893.831 5784.009|-9894.180 5785.565|-9894.362 5787.156|-9894.369 5788.746|-9894.369 5788.757|-9894.006 5791.070|-9893.293 5793.294|-9893.272 5793.338|-9888.868 5805.314|-9884.890 5817.434|-9881.353 5829.688|-9878.263 5842.064|-9875.614 5854.540|-9873.412 5867.094|-9871.671 5879.736|-9870.378 5892.424|-9870.371 5892.468|-9870.455 5894.370|-9871.014 5896.182|-9872.007 5897.806|-9873.377 5899.118|-9874.251 5899.674|-9875.194 5900.107|-9876.180 5900.408|-9877.201 5900.563|-9877.208 5900.563|-9996.640 5910.571|-9996.647 5910.571|-9997.716 5910.582|-9998.772 5910.448|-9999.800 5910.159|-10000.771 5909.726|-10001.680 5909.159|-10002.491 5908.469|-10003.197 5907.669|-10003.784 5906.779|-10003.791 5906.779|-10010.264 5895.259|-10010.271 5895.237|-10012.173 5891.690|-10013.927 5888.065|-10015.535 5884.384|-10016.996 5880.626|-10018.296 5876.823|-10019.450 5872.965|-10020.449 5869.073|-10021.288 5865.137|-10021.288 5865.114|-10027.300 5833.802|-10027.307 5833.791|-10027.734 5830.666|-10027.831 5827.530|-10027.608 5824.384|-10027.048 5821.292|-10026.175 5818.268|-10024.979 5815.355|-10023.497 5812.586|-10021.722 5809.984|-10021.715 5809.973|-10021.708 5809.962|-10020.925 5808.816|-10020.240 5807.593|-10019.681 5806.314|-10019.240 5804.991|-10018.919 5803.635|-10018.730 5802.256|-10018.674 5800.866|-10018.744 5799.476|-10018.940 5798.097|-10019.268 5796.741|-10019.715 5795.417|-10020.289 5794.150|-10020.974 5792.938|-10021.778 5791.792|-10022.672 5790.725|-10023.672 5789.746|-10023.679 5789.735|-10025.112 5788.590|-10026.671 5787.634|-10028.335 5786.878|-10030.082 5786.322|-10030.089 5786.322|-10031.725 5786.021|-10033.389 5785.899|-10035.053 5785.966|-10036.702 5786.222|-10036.709 5786.222|-10038.198 5786.611|-10039.631 5787.156|-10041.008 5787.845|-10042.302 5788.679|-10042.309 5788.679|-10042.316 5788.679|-10043.958 5790.047|-10045.391 5791.626|-10046.587 5793.394|-10047.517 5795.317|-10048.167 5797.341|-10048.523 5799.454|-10048.572 5801.578|-10048.320 5803.701|-10054.346 5772.311|-9905.917 5757.289
8659 SCENIC BOW RD NW,-9842.332 5750.850|-9765.087 5784.064|-9764.906 5866.949|-9788.408 5881.538|-9791.658 5883.550|-9791.672 5883.562|-9796.244 5886.219|-9800.962 5888.599|-9805.814 5890.689|-9810.777 5892.502|-9815.845 5894.014|-9820.990 5895.226|-9826.198 5896.127|-9831.448 5896.727|-9831.469 5896.727|-9847.379 5898.061|-9848.449 5898.072|-9849.504 5897.939|-9850.532 5897.650|-9851.504 5897.216|-9851.511 5897.216|-9853.035 5896.138|-9854.251 5894.726|-9855.076 5893.046|-9855.460 5891.223|-9855.460 5891.178|-9856.348 5881.960|-9857.466 5872.753|-9858.816 5863.591|-9860.396 5854.462|-9862.199 5845.366|-9864.233 5836.326|-9866.491 5827.341|-9868.973 5818.412|-9868.980 5818.379|-9868.987 5818.368|-9869.679 5815.455|-9870.077 5812.497|-9870.182 5809.517|-9869.986 5806.537|-9869.497 5803.590|-9868.714 5800.699|-9867.652 5797.908|-9866.316 5795.239|-9866.316 5795.228|-9866.309 5795.217|-9865.191 5792.726|-9864.541 5790.080|-9864.387 5787.356|-9864.723 5784.654|-9865.547 5782.052|-9866.827 5779.639|-9868.518 5777.504|-9870.574 5775.714|-9870.581 5775.702|-9870.588 5775.702|-9871.951 5774.813|-9873.398 5774.090|-9874.915 5773.523|-9876.481 5773.123|-9878.088 5772.889|-9879.703 5772.834|-9881.318 5772.956|-9882.912 5773.256|-9882.919 5773.256|-9882.926 5773.256|-9884.380 5773.701|-9885.778 5774.301|-9887.113 5775.035|-9888.371 5775.891|-9888.371 5775.903|-9888.378 5775.903|-9889.944 5777.270|-9891.307 5778.849|-9892.440 5780.595|-9893.321 5782.485|-9893.321 5782.496|-9893.831 5784.009|-9894.180 5785.565|-9894.362 5787.156|-9894.369 5788.746|-9894.369 5788.757|-9894.006 5791.070|-9893.293 5793.294|-9893.272 5793.338|-9888.868 5805.314|-9884.890 5817.434|-9881.353 5829.688|-9878.263 5842.064|-9875.614 5854.540|-9873.412 5867.094|-9871.671 5879.736|-9870.378 5892.424|-9870.371 5892.468|-9870.455 5894.370|-9871.014 5896.182|-9872.007 5897.806|-9873.377 5899.118|-9874.251 5899.674|-9875.194 5900.107|-9876.180 5900.408|-9877.201 5900.563|-9877.208 5900.563|-9996.640 5910.571|-9996.647 5910.571|-9997.716 5910.582|-9998.772 5910.448|-9999.800 5910.159|-10000.771 5909.726|-10001.680 5909.159|-10002.491 5908.469|-10003.197 5907.669|-10003.784 5906.779|-10003.791 5906.779|-10010.264 5895.259|-10010.271 5895.237|-10012.173 5891.690|-10013.927 5888.065|-10015.535 5884.384|-10016.996 5880.626|-10018.296 5876.823|-10019.450 5872.965|-10020.449 5869.073|-10021.288 5865.137|-10021.288 5865.114|-10027.300 5833.802|-10027.307 5833.791|-10027.734 5830.666|-10027.831 5827.530|-10027.608 5824.384|-10027.048 5821.292|-10026.175 5818.268|-10024.979 5815.355|-10023.497 5812.586|-10021.722 5809.984|-10021.715 5809.973|-10021.708 5809.962|-10020.925 5808.816|-10020.240 5807.593|-10019.681 5806.314|-10019.240 5804.991|-10018.919 5803.635|-10018.730 5802.256|-10018.674 5800.866|-10018.744 5799.476|-10018.940 5798.097|-10019.268 5796.741|-10019.715 5795.417|-10020.289 5794.150|-10020.974 5792.938|-10021.778 5791.792|-10022.672 5790.725|-10023.672 5789.746|-10023.679 5789.735|-10025.112 5788.590|-10026.671 5787.634|-10028.335 5786.878|-10030.082 5786.322|-10030.089 5786.322|-10031.725 5786.021|-10033.389 5785.899|-10035.053 5785.966|-10036.702 5786.222|-10036.709 5786.222|-10038.198 5786.611|-10039.631 5787.156|-10041.008 5787.845|-10042.302 5788.679|-10042.309 5788.679|-10042.316 5788.679|-10043.958 5790.047|-10045.391 5791.626|-10046.587 5793.394|-10047.517 5795.317|-10048.167 5797.341|-10048.523 5799.454|-10048.572 5801.578|-10048.320 5803.701|-10054.346 5772.311|-9905.917 5757.289
