ADDRESS,POINTS
8215 17 AV SE,10904.817 -1326.262|10904.824 -1326.240|10926.564 -1325.395|10935.127 -1325.072|10941.454 -1324.827|10947.787 -1324.583|10954.120 -1324.338|10964.438 -1323.938|10964.445 -1323.938|10964.487 -1323.938|10961.810 -1254.030|10961.789 -1254.030|10961.782 -1254.030|10859.980 -1257.955|10797.107 -1323.816|10789.516 -1517.384
1515 100 ST SE,12363.708 -39.603|11962.748 -40.104|11962.609 -314.255|11962.609 -314.277|11962.623 -314.277|12283.618 -313.821|12283.891 -1005.809|12283.919 -1067.689|12327.952 -1067.623|12327.973 -1082.834|12362.932 -1082.789|12362.967 -1108.198|12370.070 -1108.209|12382.366 -1108.209|12382.352 -1098.157|12478.219 -1098.146|12764.990 -1098.090|12764.976 -1033.330|12764.969 -1022.066|12764.696 -313.276|12382.016 -313.765|12363.729 -313.799
1515 100 ST SE,12363.708 -39.603|11962.748 -40.104|11962.609 -314.255|11962.609 -314.277|11962.623 -314.277|12283.618 -313.821|12283.891 -1005.809|12283.919 -1067.689|12327.952 -1067.623|12327.973 -1082.834|12362.932 -1082.789|12362.967 -1108.198|12370.070 -1108.209|12382.366 -1108.209|12382.352 -1098.157|12478.219 -1098.146|12764.990 -1098.090|12764.976 -1033.330|12764.969 -1022.066|12764.696 -313.276|12382.016 -313.765|12363.729 -313.799
