ADDRESS,POINTS
1115 50 AV SW,-1155.909 -4380.875|-1163.494 -4380.887|-1163.494 -4424.297|-1108.192 -4494.183|-1102.076 -4489.446|-1096.141 -4484.698|-1090.213 -4479.939|-1084.795 -4474.746|-1112.736 -4439.442|-1155.909 -4384.879
1111 50 AV SW,-1084.795 -4474.746|-1078.923 -4469.720|-1073.352 -4464.472|-1058.071 -4449.394|-1048.948 -4429.646|-1046.991 -4422.284|-1045.033 -4414.934|-1043.083 -4407.573|-1041.126 -4400.212|-1036.002 -4380.942|-1083.006 -4380.864|-1155.909 -4380.875|-1155.909 -4384.879|-1112.736 -4439.442
1111 50 AV SW,-1084.795 -4474.746|-1078.923 -4469.720|-1073.352 -4464.472|-1058.071 -4449.394|-1048.948 -4429.646|-1046.991 -4422.284|-1045.033 -4414.934|-1043.083 -4407.573|-1041.126 -4400.212|-1036.002 -4380.942|-1083.006 -4380.864|-1155.909 -4380.875|-1155.909 -4384.879|-1112.736 -4439.442
