ADDRESS,POINTS
201 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
205 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
207 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
209 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
211 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
214 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
202 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
204 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
206 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
208 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
210 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
212 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
301 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
403 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
305 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
307 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
309 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
311 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
413 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
314 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
302 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
304 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
306 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
308 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
310 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
312 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
401 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
405 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
407 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
409 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
411 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
414 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
402 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
404 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
406 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
408 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
410 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
412 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
501 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
503 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
505 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
507 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
509 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
511 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
513 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
514 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
502 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
504 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
506 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
508 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
510 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
512 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
601 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
605 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
607 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
609 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
611 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
614 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
602 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
604 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
606 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
608 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
610 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
612 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
701 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
803 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
705 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
707 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
709 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
711 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
813 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
714 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
702 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
704 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
706 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
708 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
710 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
712 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
801 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
805 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
807 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
809 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
811 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
814 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
802 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
804 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
806 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
808 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
810 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
812 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
901 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
903 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
905 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
907 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
909 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
911 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
913 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
914 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
902 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
904 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
906 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
908 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
910 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
912 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1001 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1005 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1007 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1009 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1011 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1014 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1002 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1004 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1006 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1008 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1010 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1012 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1101 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1203 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1105 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1107 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1109 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1111 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1213 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1114 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
1102 4944 DALTON DR NW,-5885.247 6025.079|-5809.568 5967.881|-5807.869 5970.416|-5807.366 5971.172|-5762.704 6038.056|-5730.967 6085.569|-5819.180 6144.636|-5830.700 6144.614
