ADDRESS,POINTS
1 1432 96 AV SW,-1574.338 -8976.195|-1607.662 -8976.184|-1616.778 -8976.184|-1616.806 -9007.819|-1574.345 -9007.830
2 1432 96 AV SW,-1574.338 -8976.195|-1607.662 -8976.184|-1616.778 -8976.184|-1616.806 -9007.819|-1574.345 -9007.830
3 1432 96 AV SW,-1574.338 -8976.195|-1607.662 -8976.184|-1616.778 -8976.184|-1616.806 -9007.819|-1574.345 -9007.830
4 1432 96 AV SW,-1574.338 -8976.195|-1607.662 -8976.184|-1616.778 -8976.184|-1616.806 -9007.819|-1574.345 -9007.830
5 1432 96 AV SW,-1574.338 -8976.195|-1607.662 -8976.184|-1616.778 -8976.184|-1616.806 -9007.819|-1574.345 -9007.830
6 1435 96 AV SW,-1578.903 -9027.934|-1616.819 -9027.923|-1616.840 -9064.461|-1607.746 -9064.473|-1578.910 -9064.484
7 1435 96 AV SW,-1578.903 -9027.934|-1616.819 -9027.923|-1616.840 -9064.461|-1607.746 -9064.473|-1578.910 -9064.484
8 1435 96 AV SW,-1578.903 -9027.934|-1616.819 -9027.923|-1616.840 -9064.461|-1607.746 -9064.473|-1578.910 -9064.484
9 1435 96 AV SW,-1578.903 -9027.934|-1616.819 -9027.923|-1616.840 -9064.461|-1607.746 -9064.473|-1578.910 -9064.484
