ADDRESS,POINTS
7169 BLACKFOOT TR SE,1223.118 -6606.019|1222.216 -6606.019|1222.272 -6624.711|1223.181 -6624.711
7171 BLACKFOOT TR SE,1222.216 -6606.019|1207.955 -6606.019|1208.011 -6624.734|1222.272 -6624.711
