ADDRESS,POINTS
203 4818 VARSITY DR NW,-5879.102 5071.294|-5876.593 5070.816|-5874.034 5070.760|-5871.503 5071.138|-5869.078 5071.950|-5866.820 5073.162|-5864.807 5074.730|-5863.094 5076.631|-5861.724 5078.788|-5854.356 5092.966|-5888.469 5102.717|-5916.641 5110.779|-5920.633 5111.913|-5921.870 5107.554|-5928.462 5084.381|-5901.339 5077.654|-5896.026 5076.131
204 4818 VARSITY DR NW,-5879.102 5071.294|-5876.593 5070.816|-5874.034 5070.760|-5871.503 5071.138|-5869.078 5071.950|-5866.820 5073.162|-5864.807 5074.730|-5863.094 5076.631|-5861.724 5078.788|-5854.356 5092.966|-5888.469 5102.717|-5916.641 5110.779|-5920.633 5111.913|-5921.870 5107.554|-5928.462 5084.381|-5901.339 5077.654|-5896.026 5076.131
205 4818 VARSITY DR NW,-5879.102 5071.294|-5876.593 5070.816|-5874.034 5070.760|-5871.503 5071.138|-5869.078 5071.950|-5866.820 5073.162|-5864.807 5074.730|-5863.094 5076.631|-5861.724 5078.788|-5854.356 5092.966|-5888.469 5102.717|-5916.641 5110.779|-5920.633 5111.913|-5921.870 5107.554|-5928.462 5084.381|-5901.339 5077.654|-5896.026 5076.131
206 4818 VARSITY DR NW,-5879.102 5071.294|-5876.593 5070.816|-5874.034 5070.760|-5871.503 5071.138|-5869.078 5071.950|-5866.820 5073.162|-5864.807 5074.730|-5863.094 5076.631|-5861.724 5078.788|-5854.356 5092.966|-5888.469 5102.717|-5916.641 5110.779|-5920.633 5111.913|-5921.870 5107.554|-5928.462 5084.381|-5901.339 5077.654|-5896.026 5076.131
207 4818 VARSITY DR NW,-5879.102 5071.294|-5876.593 5070.816|-5874.034 5070.760|-5871.503 5071.138|-5869.078 5071.950|-5866.820 5073.162|-5864.807 5074.730|-5863.094 5076.631|-5861.724 5078.788|-5854.356 5092.966|-5888.469 5102.717|-5916.641 5110.779|-5920.633 5111.913|-5921.870 5107.554|-5928.462 5084.381|-5901.339 5077.654|-5896.026 5076.131
208 4818 VARSITY DR NW,-5879.102 5071.294|-5876.593 5070.816|-5874.034 5070.760|-5871.503 5071.138|-5869.078 5071.950|-5866.820 5073.162|-5864.807 5074.730|-5863.094 5076.631|-5861.724 5078.788|-5854.356 5092.966|-5888.469 5102.717|-5916.641 5110.779|-5920.633 5111.913|-5921.870 5107.554|-5928.462 5084.381|-5901.339 5077.654|-5896.026 5076.131
209 4818 VARSITY DR NW,-5879.102 5071.294|-5876.593 5070.816|-5874.034 5070.760|-5871.503 5071.138|-5869.078 5071.950|-5866.820 5073.162|-5864.807 5074.730|-5863.094 5076.631|-5861.724 5078.788|-5854.356 5092.966|-5888.469 5102.717|-5916.641 5110.779|-5920.633 5111.913|-5921.870 5107.554|-5928.462 5084.381|-5901.339 5077.654|-5896.026 5076.131
301 4818 VARSITY DR NW,-5879.102 5071.294|-5876.593 5070.816|-5874.034 5070.760|-5871.503 5071.138|-5869.078 5071.950|-5866.820 5073.162|-5864.807 5074.730|-5863.094 5076.631|-5861.724 5078.788|-5854.356 5092.966|-5888.469 5102.717|-5916.641 5110.779|-5920.633 5111.913|-5921.870 5107.554|-5928.462 5084.381|-5901.339 5077.654|-5896.026 5076.131
302 4818 VARSITY DR NW,-5879.102 5071.294|-5876.593 5070.816|-5874.034 5070.760|-5871.503 5071.138|-5869.078 5071.950|-5866.820 5073.162|-5864.807 5074.730|-5863.094 5076.631|-5861.724 5078.788|-5854.356 5092.966|-5888.469 5102.717|-5916.641 5110.779|-5920.633 5111.913|-5921.870 5107.554|-5928.462 5084.381|-5901.339 5077.654|-5896.026 5076.131
303 4818 VARSITY DR NW,-5879.102 5071.294|-5876.593 5070.816|-5874.034 5070.760|-5871.503 5071.138|-5869.078 5071.950|-5866.820 5073.162|-5864.807 5074.730|-5863.094 5076.631|-5861.724 5078.788|-5854.356 5092.966|-5888.469 5102.717|-5916.641 5110.779|-5920.633 5111.913|-5921.870 5107.554|-5928.462 5084.381|-5901.339 5077.654|-5896.026 5076.131
304 4818 VARSITY DR NW,-5879.102 5071.294|-5876.593 5070.816|-5874.034 5070.760|-5871.503 5071.138|-5869.078 5071.950|-5866.820 5073.162|-5864.807 5074.730|-5863.094 5076.631|-5861.724 5078.788|-5854.356 5092.966|-5888.469 5102.717|-5916.641 5110.779|-5920.633 5111.913|-5921.870 5107.554|-5928.462 5084.381|-5901.339 5077.654|-5896.026 5076.131
305 4818 VARSITY DR NW,-5879.102 5071.294|-5876.593 5070.816|-5874.034 5070.760|-5871.503 5071.138|-5869.078 5071.950|-5866.820 5073.162|-5864.807 5074.730|-5863.094 5076.631|-5861.724 5078.788|-5854.356 5092.966|-5888.469 5102.717|-5916.641 5110.779|-5920.633 5111.913|-5921.870 5107.554|-5928.462 5084.381|-5901.339 5077.654|-5896.026 5076.131
306 4818 VARSITY DR NW,-5879.102 5071.294|-5876.593 5070.816|-5874.034 5070.760|-5871.503 5071.138|-5869.078 5071.950|-5866.820 5073.162|-5864.807 5074.730|-5863.094 5076.631|-5861.724 5078.788|-5854.356 5092.966|-5888.469 5102.717|-5916.641 5110.779|-5920.633 5111.913|-5921.870 5107.554|-5928.462 5084.381|-5901.339 5077.654|-5896.026 5076.131
307 4818 VARSITY DR NW,-5879.102 5071.294|-5876.593 5070.816|-5874.034 5070.760|-5871.503 5071.138|-5869.078 5071.950|-5866.820 5073.162|-5864.807 5074.730|-5863.094 5076.631|-5861.724 5078.788|-5854.356 5092.966|-5888.469 5102.717|-5916.641 5110.779|-5920.633 5111.913|-5921.870 5107.554|-5928.462 5084.381|-5901.339 5077.654|-5896.026 5076.131
308 4818 VARSITY DR NW,-5879.102 5071.294|-5876.593 5070.816|-5874.034 5070.760|-5871.503 5071.138|-5869.078 5071.950|-5866.820 5073.162|-5864.807 5074.730|-5863.094 5076.631|-5861.724 5078.788|-5854.356 5092.966|-5888.469 5102.717|-5916.641 5110.779|-5920.633 5111.913|-5921.870 5107.554|-5928.462 5084.381|-5901.339 5077.654|-5896.026 5076.131
309 4818 VARSITY DR NW,-5879.102 5071.294|-5876.593 5070.816|-5874.034 5070.760|-5871.503 5071.138|-5869.078 5071.950|-5866.820 5073.162|-5864.807 5074.730|-5863.094 5076.631|-5861.724 5078.788|-5854.356 5092.966|-5888.469 5102.717|-5916.641 5110.779|-5920.633 5111.913|-5921.870 5107.554|-5928.462 5084.381|-5901.339 5077.654|-5896.026 5076.131
27V 4818 VARSITY DR NW,-5879.102 5071.294|-5876.593 5070.816|-5874.034 5070.760|-5871.503 5071.138|-5869.078 5071.950|-5866.820 5073.162|-5864.807 5074.730|-5863.094 5076.631|-5861.724 5078.788|-5854.356 5092.966|-5888.469 5102.717|-5916.641 5110.779|-5920.633 5111.913|-5921.870 5107.554|-5928.462 5084.381|-5901.339 5077.654|-5896.026 5076.131
28V 4818 VARSITY DR NW,-5879.102 5071.294|-5876.593 5070.816|-5874.034 5070.760|-5871.503 5071.138|-5869.078 5071.950|-5866.820 5073.162|-5864.807 5074.730|-5863.094 5076.631|-5861.724 5078.788|-5854.356 5092.966|-5888.469 5102.717|-5916.641 5110.779|-5920.633 5111.913|-5921.870 5107.554|-5928.462 5084.381|-5901.339 5077.654|-5896.026 5076.131
29V 4818 VARSITY DR NW,-5879.102 5071.294|-5876.593 5070.816|-5874.034 5070.760|-5871.503 5071.138|-5869.078 5071.950|-5866.820 5073.162|-5864.807 5074.730|-5863.094 5076.631|-5861.724 5078.788|-5854.356 5092.966|-5888.469 5102.717|-5916.641 5110.779|-5920.633 5111.913|-5921.870 5107.554|-5928.462 5084.381|-5901.339 5077.654|-5896.026 5076.131
