ADDRESS,POINTS
1412 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1410 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1409 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1407 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1508 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1505 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1511 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1502 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1506 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1504 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1503 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1501 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1512 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1510 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1509 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1507 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1605 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1608 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1602 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1611 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1606 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1604 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1603 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1601 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1612 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1610 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1609 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1607 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1708 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1705 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1711 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1702 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1706 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1704 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1703 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1701 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1712 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1710 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1709 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1707 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1805 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1808 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1802 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1811 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1806 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1804 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1803 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1801 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1812 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1810 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1809 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1807 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1902 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1911 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1905 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1908 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1912 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1910 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1909 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1907 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1906 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1904 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1903 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
1901 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
2011 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
2008 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
2014 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
2005 3500 VARSITY DR NW,-4760.675 4502.109|-4527.591 4501.798|-4523.753 4501.853|-4519.930 4502.054|-4516.106 4502.365|-4512.296 4502.821|-4509.940 4519.578|-4568.730 4613.882|-4818.178 4844.412|-4867.398 4707.108|-4867.426 4603.530|-4817.298 4603.519|-4793.124 4629.772|-4770.161 4629.761|-4770.168 4614.238|-4805.211 4576.176|-4805.225 4543.273
