ADDRESS,POINTS
152 153 AV SE,389.804 -14714.654|398.039 -14735.948|440.408 -14719.379|432.180 -14698.086
156 153 AV SE,389.804 -14714.654|398.039 -14735.948|440.408 -14719.379|432.180 -14698.086
160 153 AV SE,389.804 -14714.654|398.039 -14735.948|440.408 -14719.379|432.180 -14698.086
162 153 AV SE,389.804 -14714.654|398.039 -14735.948|440.408 -14719.379|432.180 -14698.086
168 153 AV SE,389.804 -14714.654|398.039 -14735.948|440.408 -14719.379|432.180 -14698.086
15327 1 ST SE,389.804 -14714.654|398.039 -14735.948|440.408 -14719.379|432.180 -14698.086
15323 1 ST SE,389.804 -14714.654|398.039 -14735.948|440.408 -14719.379|432.180 -14698.086
