ADDRESS,POINTS
13 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
14 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
15 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
16 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
17 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
18 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
19 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
20 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
21 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
22 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
23 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
24 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
25 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
26 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
27 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
28 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
29 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
30 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
31 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
32 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
33 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
34 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
35 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
36 68 BAYCREST PL SW,-3023.961 -7957.104|-3023.968 -7937.990|-3023.989 -7891.310|-3163.602 -7891.677|-3163.546 -8040.901|-3137.178 -8040.812|-3111.286 -8040.723|-3087.029 -8040.645|-3077.633 -8040.612|-3075.970 -8040.734|-3074.334 -8041.090|-3072.775 -8041.690|-3071.314 -8042.513|-3069.993 -8043.536|-3068.839 -8044.748|-3067.868 -8046.116|-3067.113 -8047.606|-3063.471 -8056.313|-3056.438 -8073.103|-3044.582 -8101.447|-3023.891 -8101.380|-3023.898 -8088.681|-3023.926 -8024.633|-3023.933 -8007.454
