ADDRESS,POINTS
171R AUBURN BAY AV SE,8119.468 -17286.670|8108.004 -17285.236|8096.560 -17283.546|8085.117 -17281.611|8073.687 -17279.420|8057.707 -17275.929|8048.396 -17273.660|8049.738 -17277.552|8050.878 -17281.500|8051.800 -17285.514|8052.506 -17289.572|8053.003 -17293.653|8053.275 -17297.756|8053.331 -17301.882|8053.163 -17305.985|8052.989 -17309.154|8085.110 -17293.042|8096.861 -17287.159|8108.898 -17288.916|8120.978 -17290.395|8133.079 -17291.607|8145.207 -17292.541|8157.356 -17293.208|8169.513 -17293.609|8181.676 -17293.731|8193.840 -17293.586|8204.165 -17293.353|8218.705 -17293.019|8232.651 -17292.697|8251.399 -17292.263|8251.385 -17291.652|8251.357 -17290.518|8251.371 -17289.950|8251.308 -17288.738|8246.282 -17288.850|8234.727 -17289.116|8223.179 -17289.383|8211.624 -17289.639|8200.068 -17289.906|8193.749 -17290.051|8188.520 -17290.151|8176.986 -17290.184|8165.458 -17289.973|8153.945 -17289.517|8142.439 -17288.816|8130.946 -17287.871
