ADDRESS,POINTS
109 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
108 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
107 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
106 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
105 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
104 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
103 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
102 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
201 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
218 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
217 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
216 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
215 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
214 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
213 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
212 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
211 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
210 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
209 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
208 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
207 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
206 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
205 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
204 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
203 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
202 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
301 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
318 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
317 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
316 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
315 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
314 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
313 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
312 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
311 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
310 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
309 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
308 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
307 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
306 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
305 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
304 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
303 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
302 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
401 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
418 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
417 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
416 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
415 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
414 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
413 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
412 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
411 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
410 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
409 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
408 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
407 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
406 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
405 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
404 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
403 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
402 100 AUBURN MEADOWS MR SE,8799.047 -17356.623|8808.317 -17358.091|8817.649 -17359.103|8818.963 -17359.036|8820.235 -17358.713|8821.424 -17358.146|8822.479 -17357.346|8823.353 -17356.367|8824.017 -17355.222|8824.451 -17353.976|8824.632 -17352.664|8824.597 -17259.539|8799.187 -17259.427
118 400 AUBURN MEADOWS CM SE,8964.666 -17303.105|8964.323 -17274.750|8963.638 -17246.395|8962.617 -17218.052|8961.254 -17189.730|8930.426 -17189.742|8930.419 -17200.060|8929.007 -17200.060|8929.007 -17218.241|8929.846 -17218.241|8929.846 -17229.116|8935.061 -17229.116|8935.068 -17301.292|8947.497 -17301.292|8947.497 -17302.994
118 400 AUBURN MEADOWS CM SE,8948.385 -17248.519|8946.504 -17248.519|8946.504 -17248.330|8938.752 -17248.330|8938.780 -17212.848|8936.753 -17212.837|8936.767 -17197.536|8958.046 -17197.547|8958.046 -17202.974|8958.647 -17202.974|8958.647 -17206.532|8958.039 -17206.532|8958.039 -17212.859|8956.011 -17212.859|8955.984 -17247.630|8948.385 -17247.619
119 400 AUBURN MEADOWS CM SE,8964.666 -17303.105|8964.323 -17274.750|8963.638 -17246.395|8962.617 -17218.052|8961.254 -17189.730|8930.426 -17189.742|8930.419 -17200.060|8929.007 -17200.060|8929.007 -17218.241|8929.846 -17218.241|8929.846 -17229.116|8935.061 -17229.116|8935.068 -17301.292|8947.497 -17301.292|8947.497 -17302.994
119 400 AUBURN MEADOWS CM SE,8948.385 -17248.519|8946.504 -17248.519|8946.504 -17248.330|8938.752 -17248.330|8938.780 -17212.848|8936.753 -17212.837|8936.767 -17197.536|8958.046 -17197.547|8958.046 -17202.974|8958.647 -17202.974|8958.647 -17206.532|8958.039 -17206.532|8958.039 -17212.859|8956.011 -17212.859|8955.984 -17247.630|8948.385 -17247.619
120 400 AUBURN MEADOWS CM SE,8964.666 -17303.105|8964.323 -17274.750|8963.638 -17246.395|8962.617 -17218.052|8961.254 -17189.730|8930.426 -17189.742|8930.419 -17200.060|8929.007 -17200.060|8929.007 -17218.241|8929.846 -17218.241|8929.846 -17229.116|8935.061 -17229.116|8935.068 -17301.292|8947.497 -17301.292|8947.497 -17302.994
120 400 AUBURN MEADOWS CM SE,8948.385 -17248.519|8946.504 -17248.519|8946.504 -17248.330|8938.752 -17248.330|8938.780 -17212.848|8936.753 -17212.837|8936.767 -17197.536|8958.046 -17197.547|8958.046 -17202.974|8958.647 -17202.974|8958.647 -17206.532|8958.039 -17206.532|8958.039 -17212.859|8956.011 -17212.859|8955.984 -17247.630|8948.385 -17247.619
121 400 AUBURN MEADOWS CM SE,8964.666 -17303.105|8964.323 -17274.750|8963.638 -17246.395|8962.617 -17218.052|8961.254 -17189.730|8930.426 -17189.742|8930.419 -17200.060|8929.007 -17200.060|8929.007 -17218.241|8929.846 -17218.241|8929.846 -17229.116|8935.061 -17229.116|8935.068 -17301.292|8947.497 -17301.292|8947.497 -17302.994
121 400 AUBURN MEADOWS CM SE,8948.385 -17248.519|8946.504 -17248.519|8946.504 -17248.330|8938.752 -17248.330|8938.780 -17212.848|8936.753 -17212.837|8936.767 -17197.536|8958.046 -17197.547|8958.046 -17202.974|8958.647 -17202.974|8958.647 -17206.532|8958.039 -17206.532|8958.039 -17212.859|8956.011 -17212.859|8955.984 -17247.630|8948.385 -17247.619
122 400 AUBURN MEADOWS CM SE,8964.666 -17303.105|8964.323 -17274.750|8963.638 -17246.395|8962.617 -17218.052|8961.254 -17189.730|8930.426 -17189.742|8930.419 -17200.060|8929.007 -17200.060|8929.007 -17218.241|8929.846 -17218.241|8929.846 -17229.116|8935.061 -17229.116|8935.068 -17301.292|8947.497 -17301.292|8947.497 -17302.994
122 400 AUBURN MEADOWS CM SE,8948.385 -17248.519|8946.504 -17248.519|8946.504 -17248.330|8938.752 -17248.330|8938.780 -17212.848|8936.753 -17212.837|8936.767 -17197.536|8958.046 -17197.547|8958.046 -17202.974|8958.647 -17202.974|8958.647 -17206.532|8958.039 -17206.532|8958.039 -17212.859|8956.011 -17212.859|8955.984 -17247.630|8948.385 -17247.619
123 400 AUBURN MEADOWS CM SE,8964.666 -17303.105|8964.323 -17274.750|8963.638 -17246.395|8962.617 -17218.052|8961.254 -17189.730|8930.426 -17189.742|8930.419 -17200.060|8929.007 -17200.060|8929.007 -17218.241|8929.846 -17218.241|8929.846 -17229.116|8935.061 -17229.116|8935.068 -17301.292|8947.497 -17301.292|8947.497 -17302.994
123 400 AUBURN MEADOWS CM SE,8948.385 -17248.519|8946.504 -17248.519|8946.504 -17248.330|8938.752 -17248.330|8938.780 -17212.848|8936.753 -17212.837|8936.767 -17197.536|8958.046 -17197.547|8958.046 -17202.974|8958.647 -17202.974|8958.647 -17206.532|8958.039 -17206.532|8958.039 -17212.859|8956.011 -17212.859|8955.984 -17247.630|8948.385 -17247.619
124 400 AUBURN MEADOWS CM SE,8964.666 -17303.105|8964.323 -17274.750|8963.638 -17246.395|8962.617 -17218.052|8961.254 -17189.730|8930.426 -17189.742|8930.419 -17200.060|8929.007 -17200.060|8929.007 -17218.241|8929.846 -17218.241|8929.846 -17229.116|8935.061 -17229.116|8935.068 -17301.292|8947.497 -17301.292|8947.497 -17302.994
124 400 AUBURN MEADOWS CM SE,8948.385 -17248.519|8946.504 -17248.519|8946.504 -17248.330|8938.752 -17248.330|8938.780 -17212.848|8936.753 -17212.837|8936.767 -17197.536|8958.046 -17197.547|8958.046 -17202.974|8958.647 -17202.974|8958.647 -17206.532|8958.039 -17206.532|8958.039 -17212.859|8956.011 -17212.859|8955.984 -17247.630|8948.385 -17247.619
101 400 AUBURN MEADOWS CM SE,8964.666 -17303.105|8964.323 -17274.750|8963.638 -17246.395|8962.617 -17218.052|8961.254 -17189.730|8930.426 -17189.742|8930.419 -17200.060|8929.007 -17200.060|8929.007 -17218.241|8929.846 -17218.241|8929.846 -17229.116|8935.061 -17229.116|8935.068 -17301.292|8947.497 -17301.292|8947.497 -17302.994
101 400 AUBURN MEADOWS CM SE,8948.385 -17248.519|8946.504 -17248.519|8946.504 -17248.330|8938.752 -17248.330|8938.780 -17212.848|8936.753 -17212.837|8936.767 -17197.536|8958.046 -17197.547|8958.046 -17202.974|8958.647 -17202.974|8958.647 -17206.532|8958.039 -17206.532|8958.039 -17212.859|8956.011 -17212.859|8955.984 -17247.630|8948.385 -17247.619
102 400 AUBURN MEADOWS CM SE,8964.666 -17303.105|8964.323 -17274.750|8963.638 -17246.395|8962.617 -17218.052|8961.254 -17189.730|8930.426 -17189.742|8930.419 -17200.060|8929.007 -17200.060|8929.007 -17218.241|8929.846 -17218.241|8929.846 -17229.116|8935.061 -17229.116|8935.068 -17301.292|8947.497 -17301.292|8947.497 -17302.994
102 400 AUBURN MEADOWS CM SE,8948.385 -17248.519|8946.504 -17248.519|8946.504 -17248.330|8938.752 -17248.330|8938.780 -17212.848|8936.753 -17212.837|8936.767 -17197.536|8958.046 -17197.547|8958.046 -17202.974|8958.647 -17202.974|8958.647 -17206.532|8958.039 -17206.532|8958.039 -17212.859|8956.011 -17212.859|8955.984 -17247.630|8948.385 -17247.619
116 400 AUBURN MEADOWS CM SE,8964.666 -17303.105|8964.323 -17274.750|8963.638 -17246.395|8962.617 -17218.052|8961.254 -17189.730|8930.426 -17189.742|8930.419 -17200.060|8929.007 -17200.060|8929.007 -17218.241|8929.846 -17218.241|8929.846 -17229.116|8935.061 -17229.116|8935.068 -17301.292|8947.497 -17301.292|8947.497 -17302.994
116 400 AUBURN MEADOWS CM SE,8948.385 -17248.519|8946.504 -17248.519|8946.504 -17248.330|8938.752 -17248.330|8938.780 -17212.848|8936.753 -17212.837|8936.767 -17197.536|8958.046 -17197.547|8958.046 -17202.974|8958.647 -17202.974|8958.647 -17206.532|8958.039 -17206.532|8958.039 -17212.859|8956.011 -17212.859|8955.984 -17247.630|8948.385 -17247.619
