ADDRESS,POINTS
15505 SYMONS VALLEY RD NW,-7290.165 16023.216|-7287.907 16023.038|-7286.103 16022.148|-7279.588 16017.500|-7277.932 16016.377|-7271.703 16012.930|-7277.421 16001.332|-7243.517 15979.594|-7241.462 15978.271|-7236.953 15985.298|-7238.309 15991.503|-7225.887 16010.840|-7219.680 16012.185|-7215.702 16018.412|-7245.139 16037.315|-7252.430 16033.846|-7271.584 16048.424|-7274.143 16051.837|-7277.799 16064.636|-7281.574 16077.256|-7285.404 16084.651|-7290.186 16088.787|-7292.793 16089.377|-7297.959 16088.732|-7302.475 16085.407|-7305.327 16084.662|-7314.093 16085.818|-7315.841 16085.918|-7315.792 16019.947|-7312.080 16020.102|-7306.103 16020.614
